Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",Queen Room with Two Queen Beds,1.4 miles from downtown,N/A,$394
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Margie Townhome Suites,"The Village, Toronto (The Village)",Superior Loft Suite,0.6 miles from downtown,N/A,$190
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Toronto Midtown Home Suites,Toronto,Queen Suite,3.6 miles from downtown,N/A,$106
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"Doubletree by Hilton Toronto Airport, ON","Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,11 miles from downtown,N/A,$180
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Woodbine Hotel & Suites,"Etobicoke, Toronto",Queen Room,11.3 miles from downtown,N/A,$100
2025-09-28,booking.com,2,2025-10-20,2025-10-23,The Parkdale Hostellerie,Toronto,Apartment with Terrace,2.6 miles from downtown,N/A,$91
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Corner King Room,0.6 miles from downtown,N/A,$540
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",Queen Room wih Two Queen Beds,0.7 miles from downtown,N/A,$318
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room with Two Queen Beds,10.5 miles from downtown,N/A,$163
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",Superior King Room,0.9 miles from downtown,N/A,$560
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Breezy Lake And City Views - One Free Underground Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,N/A,$243
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Courtyard by Marriott Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,10.9 miles from downtown,N/A,$181
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"Revery Toronto Downtown, Curio Collection by Hilton","Entertainment District, Toronto (Entertainment District)",King Room,0.6 miles from downtown,N/A,$555
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment with City View,0.7 miles from downtown,Late Escape Deal,$213
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Union Hotel,"Financial District, Toronto (Financial District)",King Room,0.4 miles from downtown,N/A,$483
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Yorkville Plaza Suites - Pool & Hot Tub,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.4 miles from downtown,N/A,$430
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Comfy Front Wellington Suites CN Tower Rogers Centre & Free Parking,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,N/A,$243
2025-09-28,booking.com,2,2025-10-20,2025-10-23,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Premier King Room with Terrace and Courtyard View,1.3 miles from downtown,N/A,$556
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Old Mill Toronto Hotel,"Etobicoke, Toronto",Basic Queen Room,5.5 miles from downtown,N/A,$198
2025-09-28,booking.com,2,2025-10-20,2025-10-23,B Hotel,Toronto,Suite with City View,2.7 miles from downtown,N/A,$143
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Core Downtown Toronto-3 Bedrooms-2 Bathrooms-Washrooms-Free Parking-CN Tower-Ripleys Museum-Blue Jays Stadium In front-Indoor Gym-Swimming Pool-Jacuzzi Sauna-Filter Drinking Water-WiFi,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,N/A,$265
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room,5.7 miles from downtown,N/A,$102
2025-09-28,booking.com,2,2025-10-20,2025-10-23,586 Hotel,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,N/A,$121
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,0.6 miles from downtown,Late Escape Deal,$238
2025-09-28,booking.com,2,2025-10-20,2025-10-23,EST Hotel,"Etobicoke, Toronto",Standard one Queen bed,13 miles from downtown,N/A,$129
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern Private Room Private Bathroom with King Bed with TV and Optional Balcony 10 minutes to Rogers Stadium Midtown Downtown Toronto,"North York, Toronto",Triple Room with Private Bathroom,7.5 miles from downtown,Late Escape Deal,$94
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"The Westin Harbour Castle, Toronto","The Harbourfront, Toronto (The Harbourfront)",Premium King Room with Balcony and Lake View,0.8 miles from downtown,N/A,$635
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Toronto Travellers Home,"Kensington Market, Toronto (Kensington Market)",N/A,0.9 miles from downtown,N/A,$78
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Comfort Inn & Conference Centre Toronto Airport,"Etobicoke, Toronto",Standard King Room,10.7 miles from downtown,N/A,$100
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Designer One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.4 miles from downtown,N/A,$286
2025-09-28,booking.com,2,2025-10-20,2025-10-23,The CN Tower Special 2 Bedroom,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,N/A,$209
2025-09-28,booking.com,2,2025-10-20,2025-10-23,A Home Away-Deluxe Guest Room in Toronto,"North York, Toronto",Queen Room,9.5 miles from downtown,N/A,$58
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Falstaff Home,Toronto,Junior Suite,7.3 miles from downtown,Late Escape Deal,$62
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Kimpton Saint George Hotel by IHG,"The Annex, Toronto (The Annex)",Premium King Room - High Floor,1.4 miles from downtown,N/A,$560
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Luxury view in Toronto Downtown 3 Bedroom 2.5 Bathroom 1 Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,0.9 miles from downtown,N/A,$488
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Stay Inn Hotel Toronto,"Etobicoke, Toronto",Business King Room - Fully Renovated 2021,8.6 miles from downtown,N/A,$161
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Stylish City Escape,"Etobicoke, Toronto",Deluxe Double Room,6 miles from downtown,N/A,$55
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Super 8 by Wyndham Toronto East ON,"Scarborough, Toronto",Queen Room - Smoking,9.7 miles from downtown,N/A,$113
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Double Room,0.8 miles from downtown,N/A,$119
2025-09-28,booking.com,2,2025-10-20,2025-10-23,freed Suites - Downtown Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.4 miles from downtown,N/A,$322
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Stylish Cozy Studio Condo Downtown,"The Village, Toronto (The Village)",Apartment,0.5 miles from downtown,N/A,$288
2025-09-28,booking.com,2,2025-10-20,2025-10-23,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",City 2 Queens,1.2 miles from downtown,N/A,$687
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Luxury Home - Upper Toronto Beaches,Toronto,Vacation Home,3.7 miles from downtown,Late Escape Deal,$417
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Dragon Gate Inn,"Downtown Toronto, Toronto",Standard Studio (2 Adults),1.3 miles from downtown,N/A,$105
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Nox Hostel,"Downtown Toronto, Toronto",Double Room with Shared Bathroom,1.3 miles from downtown,Late Escape Deal,$75
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Beautiful 2 Bedroom Downtown Toronto Condo with free parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,N/A,$233
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",Deluxe King Room,0.8 miles from downtown,N/A,$453
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"The Ellios Suites - In Downtown Toronto, Opposite CN Tower & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,N/A,$250
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Hotel Victoria,"Financial District, Toronto (Financial District)",Business Queen Room,0.3 miles from downtown,N/A,$372
2025-09-28,booking.com,2,2025-10-20,2025-10-23,The Rex Hotel Jazz & Blues Bar,"Downtown Toronto, Toronto (Queen West)",Basic Double or Twin Room with Shared Bathroom,0.3 miles from downtown,N/A,$110
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Downtown Toronto Suite By The Water,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.6 miles from downtown,N/A,$208
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Designer 3Br & 2WR Townhouse,Toronto,Three-Bedroom Apartment,3.4 miles from downtown,N/A,$286
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Pantages Hotel Toronto Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)",Deluxe Two Queen Studio,0.2 miles from downtown,N/A,$326
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Lakeview Condo in Downtown with Free Parking.,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.5 miles from downtown,N/A,$290
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Stylish Condo Downtown Near CN Tower - Free parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,N/A,$275
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Belarte Suites - Downtown Toronto - CN Tower & Rogers Centre,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,N/A,$573
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Residence Inn by Marriott Toronto Airport,"Etobicoke, Toronto",King or Queen Suite with Sofa Bed,10.6 miles from downtown,N/A,$154
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Lovely 1-Bedroom New Apartment Downtown,Toronto,One-Bedroom Apartment,2.2 miles from downtown,Late Escape Deal,$154
2025-09-28,booking.com,2,2025-10-20,2025-10-23,2BR Yorkville Condo - Self Check In & Free Parking,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.3 miles from downtown,N/A,$268
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Park Hyatt Toronto,"The Annex, Toronto (The Annex)",Deluxe King Room - High Floor,1.4 miles from downtown,N/A,$843
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"Lakefront living Downtown Toronto - Free Parking, Gym, Indoor Pool","Downtown Toronto, Toronto",Apartment,1.5 miles from downtown,N/A,$421
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Nobu Suites - Toronto's Entertainment District,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.4 miles from downtown,N/A,$358
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern Suite in Etobicoke - Near Airport & Downtown!,"Etobicoke, Toronto",One-Bedroom Apartment,7.2 miles from downtown,N/A,$136
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Luxury Basement-Private Bdr & Bathroom with free parking In Toronto,"Etobicoke, Toronto",Superior Queen Room,12.5 miles from downtown,N/A,$57
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",Junior Suite,1.5 miles from downtown,N/A,$203
2025-09-28,booking.com,2,2025-10-20,2025-10-23,The Westlake,"Etobicoke, Toronto",Queen Suite,7 miles from downtown,N/A,$185
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Urban Explore,"Downtown Toronto, Toronto",Superior Suite,0.7 miles from downtown,N/A,$251
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Best Western Plus Toronto North York Hotel & Suites,"North York, Toronto",Queen Room,10.3 miles from downtown,N/A,$109
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern 1Bd & Den Condo with Balcony Lillian St,Toronto,One-Bedroom Apartment with Balcony,3.9 miles from downtown,Late Escape Deal,$175
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Marriott Downtown at CF Toronto Eaton Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)","Guest room, 2 Double, Trinity Square view, Courtyard view",0.2 miles from downtown,N/A,$508
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Deluxe Inn,"Etobicoke, Toronto",Queen Room - Non-Smoking,8.2 miles from downtown,N/A,$101
2025-09-28,booking.com,2,2025-10-20,2025-10-23,TononHouse,"North York, Toronto",Queen Room,9.2 miles from downtown,Late Escape Deal,$57
2025-09-28,booking.com,2,2025-10-20,2025-10-23,The Hazelton Hotel,"Bloor-Yorkville, Toronto (Bloor-Yorkville)","Luxry Room, 1 King Bed",1.4 miles from downtown,N/A,$867
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Delta Hotels by Marriott Toronto,"Entertainment District, Toronto (Entertainment District)",Queen Room with Two Queen Beds and Lake View,0.7 miles from downtown,N/A,$575
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Stylish Downtown Toronto Residential Hotel,"Downtown Toronto, Toronto",Superior Studio,0.9 miles from downtown,N/A,$355
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Yonge Suites Apart Hotel,"Yonge - Dundas, Toronto (Yonge Street)",One-Bedroom Apartment,0.2 miles from downtown,N/A,$316
2025-09-28,booking.com,2,2025-10-20,2025-10-23,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Junior King Suite,0.5 miles from downtown,N/A,$816
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Best Western Premier Toronto Airport Carlingview Hotel,"Etobicoke, Toronto (Northeast Mississauga)",King Room with Sofa Bed - Non-Smoking,10.7 miles from downtown,N/A,$126
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Spark by Hilton Toronto Airport,"Etobicoke, Toronto",King Room,10.8 miles from downtown,N/A,$123
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Gorgeous Condo in Downtown Near CN Tower,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.6 miles from downtown,N/A,$177
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,0.5 miles from downtown,N/A,$449
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Holiday Inn Express Toronto-North York by IHG,"North York, Toronto",Standard King Room,10.2 miles from downtown,N/A,$122
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Gabby's Place Downtown Core,"Cabbagetown, Toronto (Cabbagetown)",Studio,0.8 miles from downtown,N/A,$214
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Luxury Properties close to Rogers Center in Toronto Downtown Core,"Kensington Market, Toronto (Kensington Market)",Villa,1 miles from downtown,N/A,$645
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Spectacular 3 BR 2 WR House - Close to Airport,"Etobicoke, Toronto",Three-Bedroom Apartment,9.4 miles from downtown,N/A,$179
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Montecassino Hotel & Event Centre,"North York, Toronto",Queen Studio,8.6 miles from downtown,N/A,$110
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Residence Inn by Marriott Toronto Downtown / Entertainment District,"Entertainment District, Toronto (Entertainment District)",Queen Studio with Sofa Bed,0.7 miles from downtown,N/A,$601
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Xiao Wang,"The Annex, Toronto (The Annex)",Queen Room with Garden View,1.6 miles from downtown,N/A,$250
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Downtown Toronto 3 Bedrooms - 1 Free Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.4 miles from downtown,N/A,$214
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Burano Condo 1 BD in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,0.7 miles from downtown,Late Escape Deal,$222
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Deluxe Queen Rooms Downtown,Toronto,Queen Room with Shared Bathroom,2.9 miles from downtown,N/A,$85
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Large 2BR on Bay Street 4 Beds with Balcony,"Downtown Toronto, Toronto",Two-Bedroom Deluxe Apartment with Balcony,0.7 miles from downtown,N/A,$366
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Executive Corner Suite with Panoramic View,"Entertainment District, Toronto (Entertainment District)",Apartment,0.7 miles from downtown,N/A,$430
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Cozy & Modern Ensuite Basement Rooms - Steps to Subway & Downsview Rogers Stadium,"North York, Toronto",Double Room with Private Bathroom,6.8 miles from downtown,N/A,$72
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Stunning Rooms in Townhouse across the Beach,"The Beaches, Toronto (The Beaches)",Deluxe Double Room with Bath,4 miles from downtown,N/A,$115
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Central Downtown Toronto - Trinity Bellwood Park,"Downtown Toronto, Toronto",Two-Room Apartment,1.4 miles from downtown,N/A,$154
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"Elegant 2BR & 2BA Retreat in Prime Yorkville, Downtown","Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment with City View,1.4 miles from downtown,N/A,$235
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern 1BD Apartment with Balcony DT Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment with Balcony,0.9 miles from downtown,Late Escape Deal,$222
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern Apartment Close To The Beach with Parking,Toronto,Two-Bedroom Apartment,3.6 miles from downtown,N/A,$249
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Filmores Hotel,"Downtown Toronto, Toronto",Queen Room,0.6 miles from downtown,N/A,$143
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Suite in the heart of downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.4 miles from downtown,N/A,$197
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Upgraded Rooms with Bath 7-min to Subway Near Downsview Rogers Stadium,"North York, Toronto",Comfort Double Room,7.7 miles from downtown,N/A,$76
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern East York Retreat 20 mins to DT Toronto,Toronto,Two-Bedroom Apartment,3.3 miles from downtown,N/A,$185
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"Toronto Downtown Core Two Bedroom Condo with CN Tower View, Free Parking","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with City View,0.6 miles from downtown,N/A,$220
2025-09-28,booking.com,2,2025-10-20,2025-10-23,3 BR Panoramas Lake Ontario and CN Tower View,"Downtown Toronto, Toronto",Three-Bedroom Apartment with Balcony,0.7 miles from downtown,Late Escape Deal,$279
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Classy and Luxury 2 bedroom apartment 5 mins to Dundas Square,"The Village, Toronto (The Village)",Two-Bedroom Apartment,0.5 miles from downtown,Late Escape Deal,$245
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Beautiful Modern Toronto Luxurious Scotiabank Arena,"Entertainment District, Toronto (Entertainment District)",Apartment with Lake View,0.6 miles from downtown,N/A,$444
2025-09-28,booking.com,2,2025-10-20,2025-10-23,3 BR House in Toronto Downtown,Toronto,Apartment,3 miles from downtown,N/A,$276
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Modern 1 Bedroom Dunfield Ave Apartment,Toronto,One-Bedroom Apartment with Balcony,3.9 miles from downtown,Late Escape Deal,$184
2025-09-28,booking.com,2,2025-10-20,2025-10-23,A Seaton Dream,"Cabbagetown, Toronto (Cabbagetown)",Queen Room,0.8 miles from downtown,N/A,$200
2025-09-28,booking.com,2,2025-10-20,2025-10-23,New custom-built house in Toronto,"North York, Toronto",Three-Bedroom House,6.3 miles from downtown,N/A,$261
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Downtown Toronto 2 bedrooms with parking,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.7 miles from downtown,Late Escape Deal,$480
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Superior 1Bedroom&DEN Condo with Balcony,"Downtown Toronto, Toronto",One-Bedroom Apartment with Lake View,1.6 miles from downtown,Late Escape Deal,$179
2025-09-28,booking.com,2,2025-10-20,2025-10-23,The Broadview Hotel,Toronto,King Room,1.7 miles from downtown,N/A,$340
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Central Downtown 1 and Den w 3 beds Sleeps 4 by UofT,"Downtown Toronto, Toronto",Two-Bedroom Deluxe Apartment,0.9 miles from downtown,N/A,$220
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"RHD Luxury Condos-Downtown, CN Tower, Metro Toronto Convention Centre, Rogers Centre, Free Parking","Entertainment District, Toronto (Entertainment District)",One-Bedroom Premier Apartment,0.7 miles from downtown,N/A,$290
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Lum The Queen,Toronto,Suite with Garden View,1.7 miles from downtown,N/A,$198
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Nobu Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.6 miles from downtown,N/A,$835
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"Stunning 7 Br RougeView Home with 2 Kitchens, 5 Bathrooms, Amazing Backyard & 8-Car Parking","Scarborough, Toronto",Vacation Home,15.3 miles from downtown,N/A,$490
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Carlton House,"Cabbagetown, Toronto (Cabbagetown)",King Room,1.3 miles from downtown,N/A,$123
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Urban 2BDRM Steps to College and Bathurst!,"Downtown Toronto, Toronto",Two-Bedroom Apartment with Balcony,1.4 miles from downtown,N/A,$373
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Mins from Toronto Downtown UFT Exhibition Place,Toronto,Two-Bedroom Apartment,2.9 miles from downtown,N/A,$257
2025-09-28,booking.com,2,2025-10-20,2025-10-23,Private Rooms in House in North York Shared Kitchen,"North York, Toronto",Double Room with Shared Bathroom,10.4 miles from downtown,N/A,$60
2025-09-28,booking.com,2,2025-10-20,2025-10-23,"CN Tower View with Free Parking, Pool, Gym, Free Skating, and More","Downtown Toronto, Toronto",One-Bedroom Apartment,1.5 miles from downtown,N/A,$278
