Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price
2025-09-29,booking.com,2,2025-10-24,2025-10-26,"Downtown Toronto Condo, Free indoor parking with amazing view","Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2 miles from downtown,Limited-time Deal,$343
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Sonder by Marriott Bonvoy The Liberty Apartments Liberty Village,Toronto,One-Bedroom Superior Apartment with Queen Bed,2.2 miles from downtown,N/A,$306
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe Double Room with Two Double Beds,0.6 miles from downtown,N/A,$239
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Queen Room,0.5 miles from downtown,N/A,$159
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,1.1 miles from downtown,N/A,$152
2025-09-29,booking.com,2,2025-10-24,2025-10-26,One King West Hotel and Residence,"Financial District, Toronto (Financial District)",Historic Studio Suite - Interior View,0.3 miles from downtown,N/A,$267
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard King Room,0.7 miles from downtown,N/A,$184
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Radisson Blu Toronto Downtown,"The Harbourfront, Toronto (The Harbourfront)",Premium Double Room,0.9 miles from downtown,N/A,$299
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Town Inn Suites Hotel,"The Village, Toronto (The Village)",King Room,1.2 miles from downtown,N/A,$157
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Two Queen Beds with Kitchenette - Non-Smoking,9 miles from downtown,N/A,$135
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,King Room with King Bed - Non-Smoking,11 miles from downtown,N/A,$130
2025-09-29,booking.com,2,2025-10-24,2025-10-26,DoubleTree by Hilton Toronto Downtown,"Downtown Toronto, Toronto",King Room,0.3 miles from downtown,N/A,$191
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Studio Suite - Non-Smoking,11 miles from downtown,N/A,$156
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",10.7 miles from downtown,N/A,$176
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 2 Queen beds",0.1 miles from downtown,N/A,$268
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Executive Hotel Cosmopolitan Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Studio,0.3 miles from downtown,N/A,$242
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Premium King,11.9 miles from downtown,N/A,$173
2025-09-29,booking.com,2,2025-10-24,2025-10-26,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room,11.2 miles from downtown,N/A,$144
