Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Woodbine Hotel & Suites,"Etobicoke, Toronto",Queen Room,11.3 miles from downtown,N/A,$97
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Queen Room,0.6 miles from downtown,N/A,$508
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Breezy Lake And City Views - One Free Underground Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,Late Escape Deal,$162
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room with Two Queen Beds,10.5 miles from downtown,N/A,$147
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",King Room,0.7 miles from downtown,N/A,$317
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Adas Guesthouse,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,N/A,$90
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard Queen Room with Two Queen Beds,9.9 miles from downtown,N/A,$126
2025-10-08,booking.com,2,2025-10-15,2025-10-17,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Premier King Room with Terrace and Courtyard View,1.3 miles from downtown,N/A,$573
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Queen Nest Hotel,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,N/A,$108
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Business Queen Room - Non Smoking,9 miles from downtown,N/A,$104
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",Studio Apartment with Harbor View,0.7 miles from downtown,Late Escape Deal,$183
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Toronto Marriott City Centre Hotel,"Entertainment District, Toronto (Entertainment District)","Guest room, 1 King",0.8 miles from downtown,N/A,$476
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",Quadruple Room,0.9 miles from downtown,Free airport taxi,$483
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room with Two Double Beds,5.7 miles from downtown,N/A,$121
2025-10-08,booking.com,2,2025-10-15,2025-10-17,586 Hotel,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,N/A,$115
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Warm Downtown Home,"Old Town Toronto, Toronto (Old Town Toronto)",Standard Double Room,0.5 miles from downtown,Late Escape Deal,$91
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Old Mill Toronto Hotel,"Etobicoke, Toronto",Basic Queen Room,5.5 miles from downtown,N/A,$214
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Luxury Home - Upper Toronto Beaches,Toronto,Vacation Home,3.7 miles from downtown,Free airport taxi,$426
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Comfort Inn & Conference Centre Toronto Airport,"Etobicoke, Toronto",King Room - Non Smoking,10.7 miles from downtown,N/A,$96
2025-10-08,booking.com,2,2025-10-15,2025-10-17,B Hotel,Toronto,Deluxe Suite,2.7 miles from downtown,N/A,$154
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Falstaff Home,Toronto,Junior Suite,7.3 miles from downtown,Late Escape Deal,$63
2025-10-08,booking.com,2,2025-10-15,2025-10-17,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",Studio King,1.2 miles from downtown,Free airport taxi,$824
2025-10-08,booking.com,2,2025-10-15,2025-10-17,EST Hotel,"Etobicoke, Toronto",Standard one Queen bed,13 miles from downtown,N/A,$83
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Executive Room in Toronto next to Yorkdale shopping centre,Toronto,Standard Family Room,5.6 miles from downtown,N/A,$61
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Goldwin's Place,"Etobicoke, Toronto",Deluxe Queen Room,6.5 miles from downtown,N/A,$76
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Stay Inn Hotel Toronto,"Etobicoke, Toronto",Business King Room - Fully Renovated 2021,8.6 miles from downtown,N/A,$140
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Dream Catcher Travel House,Toronto,Double Room with Private Bathroom,2 miles from downtown,N/A,$86
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Luxury Properties close to Rogers Center in Toronto Downtown Core,"Kensington Market, Toronto (Kensington Market)",Villa,1 miles from downtown,Free airport taxi,$717
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Lakeview Condo in Downtown with Free Parking.,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.5 miles from downtown,Free airport taxi,$297
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Toronto Travellers Home,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,N/A,$70
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Double Room,0.8 miles from downtown,N/A,$143
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Stylish City Escape,"Etobicoke, Toronto",Deluxe Double Room,6 miles from downtown,N/A,$64
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",Queen Room with Two Queen Beds and City View,0.8 miles from downtown,N/A,$347
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"The Ellios Suites - In Downtown Toronto, Opposite CN Tower & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$250
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Dragon Gate Inn,"Downtown Toronto, Toronto",Superior Studio (2 Adults),1.3 miles from downtown,N/A,$123
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Upscale 1 Bed & Den Downtown Toronto,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2 miles from downtown,N/A,$145
2025-10-08,booking.com,2,2025-10-15,2025-10-17,A Home Away-Deluxe Guest Room in Toronto,"North York, Toronto",Queen Room,9.5 miles from downtown,N/A,$52
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Luxury view in Toronto Downtown 3 Bedroom 2.5 Bathroom 1 Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,0.9 miles from downtown,Free airport taxi,$488
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Fabulous Toronto 2Br 2Ba Condo Free parking Pool Gym,"North York, Toronto",Two-Bedroom Apartment with Balcony,7.6 miles from downtown,Late Escape Deal,$143
2025-10-08,booking.com,2,2025-10-15,2025-10-17,The Westlake,"Etobicoke, Toronto",Queen Suite,7 miles from downtown,N/A,$165
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",King or Queen Room,1.5 miles from downtown,N/A,$193
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,0.6 miles from downtown,Free airport taxi,$252
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Yorkville Condo near STK,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",One-Bedroom Apartment with Garden View,1.4 miles from downtown,N/A,$168
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Spectacular 3 BR 2 WR House - Close to Airport,"Etobicoke, Toronto",Three-Bedroom Apartment,9.4 miles from downtown,N/A,$181
2025-10-08,booking.com,2,2025-10-15,2025-10-17,freed Suites - Downtown Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.4 miles from downtown,Free airport taxi,$322
2025-10-08,booking.com,2,2025-10-15,2025-10-17,The Omni King Edward Hotel,"Old Town Toronto, Toronto (Old Town Toronto)",Deluxe Suite - 1 King Bed,0.3 miles from downtown,Free airport taxi,$663
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Luxury Basement-Private Bdr & Bathroom with free parking In Toronto,"Etobicoke, Toronto",Superior Queen Room,12.5 miles from downtown,N/A,$57
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Stunning Rooms in Townhouse across the Beach,"The Beaches, Toronto (The Beaches)",Deluxe Double Room with Bath,4 miles from downtown,N/A,$115
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Downtown Toronto 2 bedrooms with parking,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.7 miles from downtown,Late Escape Deal,$215
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Best Western Plus Toronto North York Hotel & Suites,"North York, Toronto",Queen Room,10.3 miles from downtown,N/A,$115
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,0.5 miles from downtown,N/A,$326
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Residence Inn by Marriott Toronto Airport,"Etobicoke, Toronto",King or Queen Suite with Sofa Bed,10.6 miles from downtown,N/A,$176
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Delta Hotels by Marriott Toronto,"Entertainment District, Toronto (Entertainment District)",Corner King Room with Deep Soaking Bathtub,0.7 miles from downtown,N/A,$564
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Nobu Suites - Toronto's Entertainment District,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.4 miles from downtown,Free airport taxi,$340
2025-10-08,booking.com,2,2025-10-15,2025-10-17,The Hazelton Hotel,"Bloor-Yorkville, Toronto (Bloor-Yorkville)","Luxry Room, 1 King Bed",1.4 miles from downtown,Free airport taxi,$901
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Deluxe Inn,"Etobicoke, Toronto",Queen Room - Non-Smoking,8.2 miles from downtown,N/A,$89
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Modern 1Bd & Den Condo with Balcony Lillian St,Toronto,One-Bedroom Apartment with Balcony,3.9 miles from downtown,Late Escape Deal,$156
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Yonge Suites Apart Hotel,"Yonge - Dundas, Toronto (Yonge Street)",One Bedroom Loft,0.2 miles from downtown,Free airport taxi,$284
2025-10-08,booking.com,2,2025-10-15,2025-10-17,TononHouse,"North York, Toronto",Queen Room,9.2 miles from downtown,Late Escape Deal,$57
2025-10-08,booking.com,2,2025-10-15,2025-10-17,The Alexandra Hotel,"Downtown Toronto, Toronto",Double and Single Bed Room,1 miles from downtown,N/A,$128
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Classy and Luxury 2 bedroom apartment 5 mins to Dundas Square,"The Village, Toronto (The Village)",Two-Bedroom Apartment,0.5 miles from downtown,Late Escape Deal,$231
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Marriott Downtown at CF Toronto Eaton Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)","Guest room, 2 Double",0.2 miles from downtown,N/A,$394
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Best Western Premier Toronto Airport Carlingview Hotel,"Etobicoke, Toronto (Northeast Mississauga)",King Room - Non-Smoking/Shower Only,10.7 miles from downtown,N/A,$103
2025-10-08,booking.com,2,2025-10-15,2025-10-17,The Nest,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.2 miles from downtown,Late Escape Deal,$149
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Comfortable Room in Toronto next to Yorkdale mall,Toronto,Standard Family Room,5.6 miles from downtown,N/A,$57
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Luxury Spacious 3 Bedrooms Trinity Bellwoods,Toronto,Apartment,2.2 miles from downtown,Free airport taxi,$264
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Holiday Inn Express Toronto-North York by IHG,"North York, Toronto",Standard King Room,10.2 miles from downtown,N/A,$149
2025-10-08,booking.com,2,2025-10-15,2025-10-17,La TUMU,"The Village, Toronto (The Village)",Deluxe King Studio,0.9 miles from downtown,N/A,$205
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Condo Downtown Toronto with free parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,Free airport taxi,"$2,151"
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Stylish Condo Downtown Near CN Tower - Free parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,N/A,$169
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Beautiful Downtown Toronto Condo includes parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.6 miles from downtown,Free airport taxi,"$3,983"
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Downtown Toronto Condo CN Tower,"The Harbourfront, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Late Escape Deal,$143
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Xiao Wang,"The Annex, Toronto (The Annex)",Queen Room with Garden View,1.6 miles from downtown,N/A,$250
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Downtown Luxury Victorian Retreat,"Cabbagetown, Toronto (Cabbagetown)",Modern Luxury Room,0.8 miles from downtown,N/A,$252
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Beautiful Luxurious Modern Condo With Breathtaking Views,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$352
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Chic 3BR apartment in Queen West, Downtown Toronto",Toronto,Three-Bedroom Apartment,3.1 miles from downtown,N/A,$90
2025-10-08,booking.com,2,2025-10-15,2025-10-17,9mins airport 1 min to shopping mall,"Etobicoke, Toronto",Small Double Room,9.6 miles from downtown,N/A,$45
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Gabby's Place Downtown Core,"Cabbagetown, Toronto (Cabbagetown)",One-Bedroom Suite,0.8 miles from downtown,N/A,$152
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Montecassino Hotel & Event Centre,"North York, Toronto",Run Of The House,8.6 miles from downtown,N/A,$145
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Carlton House,"Cabbagetown, Toronto (Cabbagetown)",Queen Room,1.3 miles from downtown,N/A,$129
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Elegant 2BR & 2BA Retreat in Prime Yorkville, Downtown","Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment with City View,1.4 miles from downtown,N/A,$227
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",Queen Room,1.4 miles from downtown,N/A,$473
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"DOWNTOWN, LUXURY CONDO, CN TOWER, ROGERS CENTER, SCOCIA ARENA, UNOBSTRUCTED VIEW","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$522
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Full Privacy Apartment with Free Parkrings,Toronto,Apartment - Ground Floor,5.3 miles from downtown,N/A,$71
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Downtown Gem by the Subway,"The Village, Toronto (The Village)",Two-Bedroom Apartment,1 miles from downtown,N/A,$179
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Beautiful Modern Toronto Luxurious Scotiabank Arena,"Entertainment District, Toronto (Entertainment District)",Apartment with Lake View,0.6 miles from downtown,Free airport taxi,$387
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Cozy & Modern Ensuite Basement Rooms - Steps to Subway & Downsview Rogers Stadium,"North York, Toronto",Double Room with Private Bathroom,6.8 miles from downtown,N/A,$77
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Lilen's Home,"Scarborough, Toronto",Family Room with Private Bathroom,8.2 miles from downtown,N/A,$164
2025-10-08,booking.com,2,2025-10-15,2025-10-17,New custom-built house in Toronto,"North York, Toronto",Three-Bedroom House,6.3 miles from downtown,Free airport taxi,$253
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Toronto Downtown Core Two Bedroom Condo with CN Tower View, Free Parking","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with City View,0.6 miles from downtown,N/A,$190
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Toronto Airport Marriott Hotel,"Etobicoke, Toronto",Double Guest Room,10.8 miles from downtown,N/A,$209
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Filmores Hotel,"Downtown Toronto, Toronto",Queen Room,0.6 miles from downtown,N/A,$143
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Central Downtown 1 and Den w 3 beds Sleeps 4 by UofT,"Downtown Toronto, Toronto",Two-Bedroom Deluxe Apartment,0.9 miles from downtown,N/A,$143
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Relax in East York Space Share,Toronto,Double Room with Shared Bathroom,3.5 miles from downtown,N/A,$29
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Metropolis Loft - CN Tower,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.6 miles from downtown,Free airport taxi,$279
2025-10-08,booking.com,2,2025-10-15,2025-10-17,The Broadview Hotel,Toronto,King Room,1.7 miles from downtown,N/A,$273
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Skyline Royale Penthouse - Downtown Toronto - CN Tower View, Balcony, Pool, Hot Tub","Entertainment District, Toronto (Entertainment District)",Three-Bedroom Premium Apartment,0.7 miles from downtown,Free airport taxi,$645
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Revery Toronto Downtown, Curio Collection by Hilton","Entertainment District, Toronto (Entertainment District)",Queen Room with Two Queen Beds,0.6 miles from downtown,N/A,$354
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Bright Queen Room with Shared Bathroom near Downsview Park Subway York University and Yorkdale Mall,"North York, Toronto",Double Room with Shared Bathroom,7.4 miles from downtown,N/A,$64
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Private Rooms in House in North York Shared Kitchen,"North York, Toronto",Double Room with Shared Bathroom,10.4 miles from downtown,N/A,$60
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Designer One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.4 miles from downtown,Free airport taxi,$250
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Room in cozy house close to Lawrence Ave, WiFi, parking","North York, Toronto",Deluxe Double or Twin Room,5.5 miles from downtown,N/A,$71
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Simple & Tidy Private Rooms,"Scarborough, Toronto",Standard Double Room with Shared Bathroom,11 miles from downtown,N/A,$71
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Modern Downtown Retreat Waterfront & Attractions,"Downtown Toronto, Toronto",Apartment,1.1 miles from downtown,N/A,$164
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Private 2 Storey Home with 3BR-2BA by Queen West,Toronto,Apartment,2.9 miles from downtown,N/A,$140
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"CN Tower View with Free Parking, Pool, Gym, Free Skating, and More","Downtown Toronto, Toronto",One-Bedroom Apartment,1.5 miles from downtown,N/A,$223
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Two Story Loft w 2 beds close to Lakeshore,"Downtown Toronto, Toronto",Apartment,1.7 miles from downtown,N/A,$179
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Beautiful Townhouse In Toronto,"Scarborough, Toronto",Four-Bedroom Apartment,6.6 miles from downtown,N/A,$155
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Etobicoke Townhouse Minutes Away from Waterfront,"Etobicoke, Toronto",Two-Bedroom Apartment with Terrace,8.6 miles from downtown,N/A,$129
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Downtown Toronto 3 Bedrooms - 1 Free Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.4 miles from downtown,N/A,$172
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Casa Hotel Stylish Suite with Patio in Leslieville,"Leslieville, Toronto (Leslieville)",Suite,2.9 miles from downtown,N/A,$109
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Charming Basement Studio Bathroom Full Kitchen,"The Beaches, Toronto (The Beaches)",Apartment,4.6 miles from downtown,N/A,$72
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Lum The Queen,Toronto,Suite with Garden View,1.7 miles from downtown,N/A,$186
2025-10-08,booking.com,2,2025-10-15,2025-10-17,King West Private Rooftop Retreat,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.7 miles from downtown,Free airport taxi,$453
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Nobu Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.6 miles from downtown,Free airport taxi,"$1,009"
2025-10-08,booking.com,2,2025-10-15,2025-10-17,A Stunning Chalet Style Home,"Etobicoke, Toronto",Deluxe Quadruple Room,11.9 miles from downtown,N/A,$120
2025-10-08,booking.com,2,2025-10-15,2025-10-17,Super Cosy Peaceful room with Garden view free Parking,"Etobicoke, Toronto",Double Room with Garden View,9.7 miles from downtown,N/A,$50
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"The Ritz-Carlton, Toronto","Entertainment District, Toronto (Entertainment District)",City View Room - 1 King bed,0.5 miles from downtown,N/A,$857
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Upscale Suite at CN Tower, Metro Convention & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.6 miles from downtown,N/A,$215
2025-10-08,booking.com,2,2025-10-15,2025-10-17,"Apartment with Amazing Views, pool and free parking","Downtown Toronto, Toronto",Two-Bedroom Apartment,1.6 miles from downtown,N/A,$172
2025-10-08,booking.com,2,2025-10-15,2025-10-17,3 BR Panoramas Lake Ontario and CN Tower View,"Downtown Toronto, Toronto",Three-Bedroom Apartment with Balcony,0.7 miles from downtown,Late Escape Deal,$199
