Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Holiday Inn Express Toronto-North York by IHG,"North York, Toronto",Standard King Room,10.2 miles from downtown,N/A,$133
2025-10-01,booking.com,2,2025-10-10,2025-10-13,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,0.5 miles from downtown,N/A,$214
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Residence Inn by Marriott Toronto Airport,"Etobicoke, Toronto",King or Queen Suite with Sofa Bed,10.6 miles from downtown,N/A,$178
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Luxury Home - Upper Toronto Beaches,Toronto,Vacation Home,3.7 miles from downtown,Late Escape Deal,$382
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Best Western Premier Toronto Airport Carlingview Hotel,"Etobicoke, Toronto (Northeast Mississauga)",King Room - Non-Smoking/Shower Only,10.7 miles from downtown,N/A,$114
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,0.6 miles from downtown,Late Escape Deal,$296
2025-10-01,booking.com,2,2025-10-10,2025-10-13,QUEEN-KING ST Stay with Private Patio- Unbeatable Location,"Downtown Toronto, Toronto",Triple Room with Balcony,0.9 miles from downtown,N/A,$124
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Pantages Hotel Toronto Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)",Deluxe King Room,0.2 miles from downtown,N/A,$196
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Cozy Downtown 1BR Den Free Parking near CN Tower,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2 miles from downtown,N/A,$311
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Comfort Inn & Conference Centre Toronto Airport,"Etobicoke, Toronto",Standard King Room,10.7 miles from downtown,N/A,$116
2025-10-01,booking.com,2,2025-10-10,2025-10-13,"Modern 1BR King Suite, Central Downtown Toronto","Downtown Toronto, Toronto",One-Bedroom Apartment,1.6 miles from downtown,N/A,$212
2025-10-01,booking.com,2,2025-10-10,2025-10-13,The Alexandra Hotel,"Downtown Toronto, Toronto",Double and Single Bed Room,1 miles from downtown,N/A,$138
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Double Room with Two Double Beds,0.6 miles from downtown,N/A,$206
2025-10-01,booking.com,2,2025-10-10,2025-10-13,INFIVILLA King Suites & Towers Soho Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,N/A,$232
2025-10-01,booking.com,2,2025-10-10,2025-10-13,University of Toronto UTSG Suites,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",One-Bedroom Apartment,1.4 miles from downtown,N/A,$345
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Toronto Downtown Luxurious Stylish 3 Bedroom 3 Bath 2 Balconies near Rogers Centre lakeview condo,"Downtown Toronto, Toronto",Apartment with Balcony,1.1 miles from downtown,N/A,$505
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Downsview Park Townhome queen bed near Yorkdale Transit,"North York, Toronto",Double Room,7.4 miles from downtown,N/A,$77
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Nobu Suites - Toronto's Entertainment District,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.4 miles from downtown,N/A,$322
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Vacation house Entire floor Kids yard walk 2 subway,"Etobicoke, Toronto",Three-Bedroom Holiday Home,8 miles from downtown,N/A,$186
2025-10-01,booking.com,2,2025-10-10,2025-10-13,A Stunning Chalet Style Home,"Etobicoke, Toronto",Deluxe Quadruple Room,11.9 miles from downtown,N/A,$104
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Sonder by Marriott Bonvoy Artesa Apartments West Queen West,Toronto,One-Bedroom Apartment with Double Bed and Balcony,2.4 miles from downtown,N/A,$208
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Toronto Bloor & Yonge Luxury Condo,"The Village, Toronto (The Village)",One-Bedroom Apartment,1 miles from downtown,N/A,$161
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",King Room with City View,0.8 miles from downtown,N/A,$215
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Elegant 6BR Grand Villa in Highland Hill,Toronto,Villa,5.8 miles from downtown,N/A,$488
2025-10-01,booking.com,2,2025-10-10,2025-10-13,"Toronto Downtown Core Two Bedroom Condo with CN Tower View, Free Parking","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with City View,0.6 miles from downtown,N/A,$249
2025-10-01,booking.com,2,2025-10-10,2025-10-13,scarborough home,"Scarborough, Toronto",Double Room,11.4 miles from downtown,N/A,"$1,580"
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Quaint and Cozy Haven,"Scarborough, Toronto",Three-Bedroom House,12 miles from downtown,N/A,$142
2025-10-01,booking.com,2,2025-10-10,2025-10-13,"Stylish Stay Toronto Oasis - Reg # STR-2309-HMVRVX exp Feb 21, 2026","The Village, Toronto (The Village)",One-Bedroom Apartment,0.5 miles from downtown,N/A,$210
2025-10-01,booking.com,2,2025-10-10,2025-10-13,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",Studio King,1.2 miles from downtown,N/A,$330
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Sutton Place Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Accessible Room - 1 King Bed,0.7 miles from downtown,N/A,$219
2025-10-01,booking.com,2,2025-10-10,2025-10-13,The Rex Hotel Jazz & Blues Bar,"Downtown Toronto, Toronto (Queen West)",Basic Room with Double Bed and Shared Bathroom,0.3 miles from downtown,N/A,$112
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Lower Loft Suite -Space Share,"Scarborough, Toronto",One-Bedroom Apartment,5.8 miles from downtown,N/A,$68
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Azure 1Br & Den Apartment with Lake Ontario Views,"Downtown Toronto, Toronto",One-Bedroom Apartment with Balcony,1.1 miles from downtown,Late Escape Deal,$193
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Simple & Tidy Private Rooms,"Scarborough, Toronto",Standard Double Room with Shared Bathroom,11 miles from downtown,N/A,$71
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Fairmont Royal York Gold Experience,"Financial District, Toronto (Financial District)",Fairmont Gold King Suite,0.4 miles from downtown,N/A,"$1,065"
2025-10-01,booking.com,2,2025-10-10,2025-10-13,Delight 2BR Apartment in Downtown Toronto - Free Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,N/A,$704
