Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price,Review,name,score,Review Score,Number of Reviews,Rating,Star Rating,Distance from Attraction,Location Score,MEAN_TEMPERATURE,MIN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,SPEED_MAX_GUST,MAX_REL_HUMIDITY,hotel_index,events_total_score,events_max_score,events_avg_score,events_count,events_earliest_day,events_latest_day,events_avg_day,events_primary_segment,events_span_days,events_density,has_major_event,has_multiple_events
2025-09-29,booking.com,2.0,2025-10-15,2025-10-17,Two BD CN Tower and Lake Ontario View,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$323,,,,,,,,,,,,,,,,,,1923,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-29,booking.com,2.0,2025-10-15,2025-10-17,Beautiful Lower level 2 bedroom aprt,Toronto,Two-Bedroom Apartment,4 miles from downtown,,$129,,,,,,,,,,,,,,,,,,1924,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,"Downtown Toronto Condo, Free indoor parking with amazing view","Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2 miles from downtown,Limited-time Deal,$412,,,,,,,,,,,,,,,,,,1925,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe Double Room with Two Double Beds,0.6 miles from downtown,,$254,,,,,,,,,,,,,,,,,,1926,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Double Room with Two Double Beds,0.5 miles from downtown,,$203,,,,,,,,,,,,,,,,,,1927,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,1.1 miles from downtown,,$149,,,,,,,,,,,,,,,,,,1928,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard Double Room with Two Double Beds,0.7 miles from downtown,,$211,,,,,,,,,,,,,,,,,,1929,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Town Inn Suites Hotel,"The Village, Toronto (The Village)",King Suite,1.2 miles from downtown,,$165,,,,,,,,,,,,,,,,,,1930,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,Room with Two Queen Beds - Non-Smoking,11 miles from downtown,,$132,,,,,,,,,,,,,,,,,,1931,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Queen Room with Two Queen Beds - Non-Smoking,9 miles from downtown,,$102,,,,,,,,,,,,,,,,,,1932,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Suite - Disability Access,11 miles from downtown,,$155,,,,,,,,,,,,,,,,,,1933,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 2 Queen beds",0.1 miles from downtown,,$335,,,,,,,,,,,,,,,,,,1934,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",10.7 miles from downtown,,$165,,,,,,,,,,,,,,,,,,1935,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Premium King,11.9 miles from downtown,,$98,,,,,,,,,,,,,,,,,,1936,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room with Two Queen Beds,11.2 miles from downtown,,$186,,,,,,,,,,,,,,,,,,1937,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,"Hotel X Toronto, a Destination by Hyatt Hotel",Toronto,King Room,2 miles from downtown,,$348,,,,,,,,,,,,,,,,,,1938,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Queen Room with Two Queen Beds - Executive Level - Non-Smoking,0.5 miles from downtown,,$708,,,,,,,,,,,,,,,,,,1939,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,0.4 miles from downtown,,$458,,,,,,,,,,,,,,,,,,1940,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,2.3 miles from downtown,,$335,,,,,,,,,,,,,,,,,,1941,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Superior with Two Queen Beds,0.5 miles from downtown,,$544,,,,,,,,,,,,,,,,,,1942,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,10.9 miles from downtown,,$132,,,,,,,,,,,,,,,,,,1943,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Embassy Suites By Hilton Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Two-Room King Suite,11 miles from downtown,,$153,,,,,,,,,,,,,,,,,,1944,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Comfort Iceboat Suites Lakeview & Free Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$178,,,,,,,,,,,,,,,,,,1945,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,SoHo Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Luxury King Room,0.7 miles from downtown,,$354,,,,,,,,,,,,,,,,,,1946,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Hilton Toronto,"Financial District, Toronto (Financial District)",Deluxe Queen Room with Two Queen Beds,0.2 miles from downtown,,$360,,,,,,,,,,,,,,,,,,1947,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Crowne Plaza Toronto Airport by IHG,"Etobicoke, Toronto",Standard Room,10.5 miles from downtown,,$167,,,,,,,,,,,,,,,,,,1948,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Holiday Inn Express Toronto Downtown by IHG,"Old Town Toronto, Toronto (Old Town Toronto)",Standard King Room,0.5 miles from downtown,,$408,,,,,,,,,,,,,,,,,,1949,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Regis Suites - Downtown Toronto - CN Tower & Rogers Centre,"Downtown Toronto, Toronto",Two-Bedroom Apartment,0.9 miles from downtown,,$322,,,,,,,,,,,,,,,,,,1950,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Novotel Toronto North York,"North York, Toronto",Executive King Room,8.2 miles from downtown,,$229,,,,,,,,,,,,,,,,,,1951,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,B Hotel,Toronto,Suite with City View,2.7 miles from downtown,,$143,,,,,,,,,,,,,,,,,,1952,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",Queen Room with Two Queen Beds,1.4 miles from downtown,,$359,,,,,,,,,,,,,,,,,,1953,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Toronto Midtown Home Suites,Toronto,Queen Room,3.6 miles from downtown,,$89,,,,,,,,,,,,,,,,,,1954,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Spark by Hilton Toronto Airport,"Etobicoke, Toronto",King Room,10.8 miles from downtown,,$105,,,,,,,,,,,,,,,,,,1955,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,"Doubletree by Hilton Toronto Airport, ON","Etobicoke, Toronto (Northeast Mississauga)",King Room,11 miles from downtown,,$173,,,,,,,,,,,,,,,,,,1956,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard Queen Room with Two Queen Beds,9.9 miles from downtown,,$164,,,,,,,,,,,,,,,,,,1957,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Downtown west Suites,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7 miles from downtown,,$268,,,,,,,,,,,,,,,,,,1958,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,The Parkdale Hostellerie,Toronto,One-Bedroom Apartment,2.6 miles from downtown,,$85,,,,,,,,,,,,,,,,,,1959,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Woodbine Hotel & Suites,"Etobicoke, Toronto",Queen Room,11.3 miles from downtown,,$100,,,,,,,,,,,,,,,,,,1960,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Sweet Home,"Downtown Toronto, Toronto",Quadruple Room with Private Bathroom,0.6 miles from downtown,,$157,,,,,,,,,,,,,,,,,,1961,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Adas Guesthouse,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,,$90,,,,,,,,,,,,,,,,,,1962,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room with Two Queen Beds,10.5 miles from downtown,,$197,,,,,,,,,,,,,,,,,,1963,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",King Room,0.9 miles from downtown,,$348,,,,,,,,,,,,,,,,,,1964,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Breezy Lake And City Views - One Free Underground Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$243,,,,,,,,,,,,,,,,,,1965,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",King Room,0.7 miles from downtown,,$233,,,,,,,,,,,,,,,,,,1966,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Courtyard by Marriott Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,10.9 miles from downtown,,$204,,,,,,,,,,,,,,,,,,1967,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Yorkville Plaza Suites - Pool & Hot Tub,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.4 miles from downtown,,$430,,,,,,,,,,,,,,,,,,1968,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Sonder by Marriott Bonvoy The Liberty Apartments Liberty Village,Toronto,One-Bedroom Superior Apartment with Queen Bed,2.2 miles from downtown,,$338,,,,,,,,,,,,,,,,,,1969,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Union Hotel,"Financial District, Toronto (Financial District)",King Room,0.4 miles from downtown,,$403,,,,,,,,,,,,,,,,,,1970,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Standard King Room with Courtyard View,1.3 miles from downtown,,$424,,,,,,,,,,,,,,,,,,1971,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Toronto Marriott City Centre Hotel,"Entertainment District, Toronto (Entertainment District)","Guest room, 1 Queen",0.8 miles from downtown,,$580,,,,,,,,,,,,,,,,,,1972,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Queen Room with Two Queen Beds,0.6 miles from downtown,,$373,,,,,,,,,,,,,,,,,,1973,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Queen Nest Hotel,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,,$105,,,,,,,,,,,,,,,,,,1974,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room,5.7 miles from downtown,,$107,,,,,,,,,,,,,,,,,,1975,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,"Revery Toronto Downtown, Curio Collection by Hilton","Entertainment District, Toronto (Entertainment District)",Queen Room with Two Queen Beds,0.6 miles from downtown,,$336,,,,,,,,,,,,,,,,,,1976,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Core Downtown Toronto-3 Bedrooms-2 Bathrooms-Washrooms-Free Parking-CN Tower-Ripleys Museum-Blue Jays Stadium In front-Indoor Gym-Swimming Pool-Jacuzzi Sauna-Filter Drinking Water-WiFi,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,,$294,,,,,,,,,,,,,,,,,,1977,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Old Mill Toronto Hotel,"Etobicoke, Toronto",Basic Queen Room,5.5 miles from downtown,,$193,,,,,,,,,,,,,,,,,,1978,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Sheraton Toronto Airport Hotel & Conference Centre,"Etobicoke, Toronto","Traditional, Guest room, 2 Queen",10.5 miles from downtown,,$245,,,,,,,,,,,,,,,,,,1979,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,A Home Away-Deluxe Guest Room in Toronto,"North York, Toronto",Queen Room,9.5 miles from downtown,,$59,,,,,,,,,,,,,,,,,,1980,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,EST Hotel,"Etobicoke, Toronto",Standard one Queen bed,13 miles from downtown,,$129,,,,,,,,,,,,,,,,,,1981,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Warm Downtown Home,"Old Town Toronto, Toronto (Old Town Toronto)",Double Room,0.5 miles from downtown,Late Escape Deal,$103,,,,,,,,,,,,,,,,,,1982,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Kimpton Saint George Hotel by IHG,"The Annex, Toronto (The Annex)",Premium Queen Room with Two Queen Beds and Walk-In Shower,1.4 miles from downtown,,$496,,,,,,,,,,,,,,,,,,1983,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,"The Anndore House, part of JDV by Hyatt","The Village, Toronto (The Village)",Queen Loft,1.2 miles from downtown,,$479,,,,,,,,,,,,,,,,,,1984,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Stay Inn Hotel Toronto,"Etobicoke, Toronto",Business King Room - Fully Renovated 2021,8.6 miles from downtown,,$148,,,,,,,,,,,,,,,,,,1985,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Luxury view in Toronto Downtown 3 Bedroom 2.5 Bathroom 1 Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,0.9 miles from downtown,,$488,,,,,,,,,,,,,,,,,,1986,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Comfort Inn & Conference Centre Toronto Airport,"Etobicoke, Toronto",Standard King Room,10.7 miles from downtown,,$105,,,,,,,,,,,,,,,,,,1987,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Falstaff Home,Toronto,Junior Suite,7.3 miles from downtown,Late Escape Deal,$63,,,,,,,,,,,,,,,,,,1988,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Super 8 by Wyndham Toronto East ON,"Scarborough, Toronto",Queen Room - Smoking,9.7 miles from downtown,,$107,,,,,,,,,,,,,,,,,,1989,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Four Seasons Hotel Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Deluxe One-Bedroom Suite,1.4 miles from downtown,,"$1,415",,,,,,,,,,,,,,,,,,1990,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",King Room with Balcony,1.2 miles from downtown,,$812,,,,,,,,,,,,,,,,,,1991,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Luxury Spacious 3 Bedrooms Trinity Bellwoods,Toronto,Apartment,2.2 miles from downtown,,$278,,,,,,,,,,,,,,,,,,1992,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Dragon Gate Inn,"Downtown Toronto, Toronto",Superior Studio (2 Adults),1.3 miles from downtown,,$123,,,,,,,,,,,,,,,,,,1993,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",King Room with City View,0.8 miles from downtown,,$245,,,,,,,,,,,,,,,,,,1994,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,freed Suites - Downtown Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.4 miles from downtown,,$322,,,,,,,,,,,,,,,,,,1995,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Double Room,0.8 miles from downtown,,$120,,,,,,,,,,,,,,,,,,1996,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Lakeview Condo in Downtown with Free Parking.,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.5 miles from downtown,,$297,,,,,,,,,,,,,,,,,,1997,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,The Westin Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)","Traditional, Guest room, 1 King",11.1 miles from downtown,,$174,,,,,,,,,,,,,,,,,,1998,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Hotel Victoria,"Financial District, Toronto (Financial District)",Standard Queen Room,0.3 miles from downtown,,$222,,,,,,,,,,,,,,,,,,1999,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Pantages Hotel Toronto Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)",Deluxe King Room,0.2 miles from downtown,,$204,,,,,,,,,,,,,,,,,,2000,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,"The Ellios Suites - In Downtown Toronto, Opposite CN Tower & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,,$250,,,,,,,,,,,,,,,,,,2001,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Stylish Condo Downtown Near CN Tower - Free parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,,$275,,,,,,,,,,,,,,,,,,2002,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,0.6 miles from downtown,Late Escape Deal,$266,,,,,,,,,,,,,,,,,,2003,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Sonder by Marriott Bonvoy Artesa Apartments West Queen West,Toronto,One-Bedroom Apartment with Double Bed and Balcony,2.4 miles from downtown,,$271,,,,,,,,,,,,,,,,,,2004,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Two BD CN Tower and Lake Ontario View,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7 miles from downtown,,$323,,,,,,,,,,,,,,,,,,2005,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Deluxe Inn,"Etobicoke, Toronto",Queen Room - Non-Smoking,8.2 miles from downtown,,$89,,,,,,,,,,,,,,,,,,2006,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Spectacular condo downtown with a view,"Downtown Toronto, Toronto",Deluxe Double Room with Balcony,1.1 miles from downtown,,$141,,,,,,,,,,,,,,,,,,2007,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",Partner offer option,1.5 miles from downtown,,$176,,,,,,,,,,,,,,,,,,2008,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Belarte Suites - Downtown Toronto - CN Tower & Rogers Centre,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,,$716,,,,,,,,,,,,,,,,,,2009,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Residence Inn by Marriott Toronto Airport,"Etobicoke, Toronto",King or Queen Suite with Sofa Bed,10.6 miles from downtown,,$140,,,,,,,,,,,,,,,,,,2010,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,The Westlake,"Etobicoke, Toronto",Queen Suite,7 miles from downtown,,$189,,,,,,,,,,,,,,,,,,2011,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,9mins airport 1 min to shopping mall,"Etobicoke, Toronto",Small Double Room,9.6 miles from downtown,,$45,,,,,,,,,,,,,,,,,,2012,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,Hotel Ocho,"Downtown Toronto, Toronto",Standard Queen Room,0.7 miles from downtown,,$211,,,,,,,,,,,,,,,,,,2013,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,"Large Downtown 2Br condo with Parking steps to Eaton Centre, UofT and SickKids","Downtown Toronto, Toronto",Two-Bedroom Apartment,0.6 miles from downtown,,$242,,,,,,,,,,,,,,,,,,2014,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
2025-09-27,booking.com,2.0,2025-10-15,2025-10-17,RivetStays - The Jarvis,"Downtown Toronto, Toronto",Deluxe Queen Suite,0.5 miles from downtown,,$184,,,,,,,,,,,,,,,,,,2015,140.55,11.2,3.9,36,0,1,0.5,Music,1,18.0,1,1
