Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre,event_score
Emo Night Toronto at Sneaky Dee's,2025-09-26,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Rock,Emo,5.1
Bitchin' Bajas,2025-12-07,Monarch Tavern,12 Clinton Street,43.65403,-79.41368,Music,Rock,Indie Rock,5.1
Geese - The Getting Killed Tour,2025-10-11,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Rock,Alternative Rock,5.1
Swans,2025-10-03,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Rock,Experimental Rock,5.1
Arcy Drive,2025-10-31,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Indie Rock,5.1
Jack Van Cleaf - No One's Gonna Know if You Leave San Diego,2025-09-24,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Rock,Alternative Rock,5.1
Stolen Gin,2025-10-31,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Rock,Funk-Rock,5.1
Emo Night Toronto w/ DJ Liam Cormier - Oct 10 2025,2025-10-10,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Rock,Emo,5.1
The HIP Experience - Celebrating the music of The Tragically Hip,2025-11-14,The Starlight Room at The El Mocambo,464 Spadina Avenue,43.6575661,-79.4001349,Music,Rock,Alternative Rock,5.1
sombr - The Late Nights & Young Romance Tour,2025-10-06,The Phoenix Concert Theatre,410 Sherbourne Street,43.6644615,-79.3735993,Music,Rock,Alternative Rock,5.1
Yatfung - Presented By F7 Live,2025-11-17,The Horseshoe Tavern,370 Queen Street West,43.64911,-79.39588,Music,Pop,Canto-Pop,5.1
"Ruston Kelly - Pale, Through the Window Tour",2025-10-07,Horseshoe Tavern,370 Queen St. W.,43.6490438,-79.395913,Music,Rock,Alternative Rock,5.1
Craig Finn & The Band of Forgiveness,2025-10-22,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643,-79.42216,Music,Rock,Unknown,5.1
"The Exploited, Spades GT",2025-10-19,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.62942,-79.548931,Music,Rock,Hardcore Punk,5.1
ThxSoMch,2025-10-20,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Rock,Alternative Rock,5.1
Pinkshift - The Earthkeeper Tour,2025-11-11,Hard Luck Bar,772A Dundas St. W,43.652111,-79.407537,Music,Rock,Punk,5.1
Dexter and The Moonrocks,2025-11-14,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Rock,Alternative Rock,5.1
Rocket,2025-11-11,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Rock,Alternative Rock,5.1
THEARTI$T,2025-11-06,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,R&B,Contemporary R&B,5.1
Yuuf,2025-11-06,The Baby G,"1608 Dundas St, West",43.650019,-79.435404,Music,Rock,Alternative Rock,5.1
Hannah Frances,2025-11-12,The Baby G,1608 Dundas St West,43.650019,-79.435404,Music,Pop,Singer-Songwriter,5.1
Mix Webster / Tribute to Max Webster,2025-11-07,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.62942,-79.548931,Music,Rock,Hard Rock,5.1
Boris,2025-11-07,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Rock,Experimental Rock,5.1
Durand Jones & The Indications,2025-11-07,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,R&B,Soul,5.1
Ethan Low,2025-10-23,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,R&B,Soul,5.1
Emo Night Toronto at Sneaky Dee's,2025-10-24,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Rock,Emo,5.1
The Black Parade Halloween Emo Night Toronto at Sneaky Dee's - Oct 31 2025,2025-10-31,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Rock,Emo,5.1
kwn,2025-11-02,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,R&B,Soul,5.1
Joel Sunny,2025-11-03,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Rock,Alternative Rock,5.1
"Hell N Back / Tribute to AC/DC, 6661 - A Tribute To Classic Metal, Giddy-On!",2025-10-25,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.62942,-79.548931,Music,Rock,Rock & Roll,5.1
"Sugar Report w/ Plce Hldr, The Sluggs & Streets To Ourselves",2025-10-04,Supermarket,268 Augusta Ave,43.65658,-79.40323,Music,Rock,Unknown,5.1
Aidan Bissett - shut up and love me tour,2025-10-05,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Rock,Alternative Rock,5.1
Ken Yates,2025-11-08,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Pop,Singer-Songwriter,5.1
Koyo,2025-10-23,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Rock,Alternative Rock,5.1
LEISURE - WELCOME TO THE MOOD TOUR w/ Bay Ledges,2025-10-23,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Pop,Synth Pop,5.1
2025 STAYC TOUR [STAY TUNED] in TORONTO,2025-10-23,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,Pop,K-Pop,5.1
After,2025-10-18,The Baby G,"1608 Dundas St, West",43.650019,-79.435404,Music,Rock,Alternative Rock,5.1
Stephen Stanley & NoElectric,2025-11-22,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Rock,Alternative Rock,5.1
Die Spitz,2025-11-14,The Horseshoe Tavern,370 Queen Street West,43.64911,-79.39588,Music,Rock,Punk,5.1
Boys Night Out,2025-11-15,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Rock,Alternative Rock,5.1
Pool Kids,2025-09-28,The Baby G,1608 Dundas St West,43.650019,-79.435404,Music,Rock,Alternative Rock,5.1
Nick Mulvey,2025-11-28,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Rock,Indie Rock,5.1
Destroyer - Dan's Boogie Tour,2025-10-08,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Rock,Alternative Rock,5.1
Emo Night Toronto at Sneaky Dee's,2025-10-17,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Rock,Emo,5.1
Noah Floersch: Somethin' Bout A Tour,2025-10-08,The Drake Hotel,1150 Queen Street West,43.6431078,-79.4246457,Music,Rock,Alternative Rock,5.1
"The Queers, The Riptides",2025-10-16,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.62942,-79.548931,Music,Rock,Punk,5.1
Tributo a Soda Stereo – Sociedad Sur (Latin Rock en Español),2025-09-27,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Rock,Latin Rock,5.1
Sneaky 2000s Dance Party at Sneaky Dee's - Sept 27 2025,2025-09-27,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Pop,Dance,5.1
The Frights,2025-10-18,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Rock,Punk,5.1
Fly By Midnight with Moontower,2025-09-29,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Pop,Indie Pop,5.1
saturdays at your place - these things happen tour,2025-11-19,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Rock,Punk,5.1
Winter,2025-09-30,The Garrison,1197 Dundas Street West,43.6492732,-79.4223075,Music,Rock,Alternative Rock,5.1
Lauren Ash - Presented by F7 Live,2025-11-18,The Mod Club (formerly known as The Axis Club),722 College Street,43.6554,-79.41937,Music,Pop,Pop Rock,5.1
NXCRE - The Fean Is War Tour,2025-11-19,Hard Luck Bar,772A Dundas St. W,43.652111,-79.407537,Music,Rock,Alternative Rock,5.1
"The Exploited, Burnt Knives",2025-10-18,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.62942,-79.548931,Music,Rock,Hardcore Punk,5.1
康姆士COM'Z,2025-11-27,The Horseshoe Tavern,370 Queen Street West,43.64911,-79.39588,Music,Rock,Indie Rock,5.1
"Glare, Cloakroom, Destiny Bond",2025-09-27,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Rock,Alternative Rock,5.1
Our Lady Peace,2025-12-06,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,Rock,Alternative Rock,5.1
CATTLE DECAPITATION NO FEAR FOR TOMORROW NORTH AMERICAN TOUR 2025,2025-12-06,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Rock,Grindcore,5.1
Flower Face,2025-12-07,The Garrison,1197 Dundas Street West,43.6492732,-79.4223075,Music,Rock,Alternative Rock,5.1
FOXWARREN THE 2ER,2025-09-28,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Rock,Alternative Rock,5.1
Luvcat: Lipstick & Pearls Tour,2025-12-07,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Rock,Alternative Rock,5.1
Minami Deutsch with Harmony on Mars,2025-09-28,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Rock,Psychedelic,5.1
NOBRO - DOOM TOWN,2025-12-04,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Punk,5.1
YIN YIN with Terror/Cactus,2025-10-12,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,R&B,Funk,5.1
NOVULENT,2025-10-13,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Rock,Alternative Rock,5.1
54 Ultra,2025-10-15,The Drake Hotel,1150 Queen Street West,43.6431078,-79.4246457,Music,Rock,Alternative Rock,5.1
"The Tea Party, Headstones & Finger Eleven",2025-12-05,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,Rock,Alternative Rock,5.1
Bangerz Only: 2010s Dance Party at Sneaky Dee’s - Oct 11 2025,2025-10-11,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Pop,Dance,5.1
The Kilans,2025-10-08,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Rock,Indie Rock,5.1
Múm,2025-09-25,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Rock,Alternative Rock,5.1
jasmine.4.t,2025-09-26,The Baby G,"1608 Dundas St, West",43.650019,-79.435404,Music,Rock,Alternative Rock,5.1
Ryan Davis & the Roadhouse Band,2025-12-11,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Alternative,Alternative,4.8
SLANDER PRESENTS: VOYAGER,2025-09-26,Budweiser Stage,909 Lakeshore Blvd. W.,43.6294544,-79.4149193,Music,Dance/Electronic,Witchstep,4.8
Ariana and the Rose at Drake Underground,2025-12-11,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Alternative,Alternative,4.8
Lainey Wilson: Whirlwind World Tour,2025-09-25,Budweiser Stage,909 Lakeshore Blvd. W.,43.6294544,-79.4149193,Music,Country,Country,4.8
"SlowNotion w/ Wong Groove Group, Laniakea & Five Others",2025-10-03,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
MANÁ: VIVIR SIN AIRE TOUR,2025-10-04,Scotiabank Arena,"50 Bay Street, Suite 500",43.6439254,-79.3783234,Music,Latin,Latin,4.8
"All Things Go Music Festival - 2 DAY PASS: Renee Rapp, Kacey Musgraves",2025-10-04,Budweiser Stage,909 Lakeshore Blvd. W.,43.6294544,-79.4149193,Music,Undefined,Undefined,4.8
"All Things Go Music Festival - SATURDAY: Renee Rapp, Remi Wolf & more",2025-10-04,Budweiser Stage,909 Lakeshore Blvd. W.,43.6294544,-79.4149193,Music,Undefined,Undefined,4.8
Ice Cube: Truth to Power - Four Decades of Attitude,2025-10-09,Scotiabank Arena,"50 Bay Street, Suite 500",43.6439254,-79.3783234,Music,Hip-Hop/Rap,French Rap,4.8
"Southpacific, Fires of Cheektowaga, Luster Dust & Last Light",2025-10-03,Hard Luck Bar,772a Dundas Street West,43.65215,-79.407552,Music,Alternative,Alternative,4.8
"Living With Ghosts w/ Sweet Fiend, Hundred Knives & Great Trouble",2025-10-24,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
All Things Go Music Festival - SUNDAY: Kacey Musgraves & more,2025-10-05,Budweiser Stage,909 Lakeshore Blvd. W.,43.6294544,-79.4149193,Music,Undefined,Undefined,4.8
Shenanigans w/ Thirty Below & Jody and the Friend Zone,2025-10-03,Supermarket,268 Augusta Ave,43.65658,-79.40323,Music,Alternative,Alternative,4.8
Sabio w/ Lulu Lamontagne & Chaos Euphonic,2025-10-10,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
Hotel Mira with Bleeker & Altered By Mom,2025-10-19,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative,4.8
Maruja,2025-09-27,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Alternative,Alternative,4.8
They Are Gutting A Body Of Water with Special Guests,2025-12-06,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Alternative,Alternative,4.8
Tukan,2025-09-27,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Alternative,Alternative,4.8
"And Always w/ Apple of Basilisk, Bitter Spirit & Us Alike",2025-10-11,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
Balu Brigada with Pacifica,2025-10-25,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Alternative,Alternative,4.8
2hollis,2025-10-04,Queen Elizabeth Theatre - Toronto,210 Princes Boulevard,0.0,0.0,Music,Alternative,Alternative,4.8
"Jayniac JR. w/ Dec/Ember, Hormoans & Milhowse",2025-10-25,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
"Soft Set w/ AloneKitty, Lakeshore East & Party",2025-09-26,Supermarket,268 Augusta Ave,43.65658,-79.40323,Music,Alternative,Alternative,4.8
"Pure Bliss w/ Die Alone, Just Right, Slewfoot & Heat",2025-10-10,Hard Luck Bar,772a Dundas Street West,43.65215,-79.407552,Music,Alternative,Alternative,4.8
Teethe,2025-12-09,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Alternative,Alternative,4.8
The Jins with Special Guests,2025-10-17,Hard Luck Bar,772a Dundas Street West,43.65215,-79.407552,Music,Alternative,Alternative,4.8
French Police with Social Order,2025-11-14,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative,4.8
Casey Lowery,2025-11-18,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Alternative,Alternative,4.8
"The Ceremony w/ Benched, Try This At Home & Club Cadetta",2025-10-17,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
Chloe Ament w/ Tori Templet at Hard Luck Bar (ALL AGES),2025-11-12,Hard Luck Bar,772a Dundas Street West,43.65215,-79.407552,Music,Alternative,Alternative,4.8
Rachel Bobbitt,2025-10-17,Monarch Tavern,12 Clinton Street,43.65403,-79.41368,Music,Alternative,Alternative,4.8
The Morays w/ Viperchurch & Bank Heist,2025-10-18,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
Uncle Strut with The Vaniers & Vox Rea,2025-10-18,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative,4.8
Burna Boy: No Sign Of Weakness Tour,2025-12-17,Scotiabank Arena,"50 Bay Street, Suite 500",43.6439254,-79.3783234,Music,Hip-Hop/Rap,French Rap,4.8
Burna Boy: No Sign Of Weakness Tour,2025-12-18,Scotiabank Arena,"50 Bay Street, Suite 500",43.6439254,-79.3783234,Music,Hip-Hop/Rap,French Rap,4.8
"""Space of Sound"" presents a tribute to the Red Hot Chili Peppers w/ guests Eleven Minutes Late & Lio and the Strays",2025-11-08,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
Grant Knoche at Sneaky Dee's,2025-11-13,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.407486,Music,Alternative,Alternative,4.8
DURRY - Your Friend From The Real World Tour w/ Vial,2025-11-08,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative,4.8
Driven Element w/ RIP.fun & Good Group Thanks For Coming,2025-11-01,Supermarket,268 Augusta Ave,43.65658,-79.40323,Music,Alternative,Alternative,4.8
Will Paquin,2025-10-21,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Alternative,Alternative,4.8
$uicideboy$ present Grey Day Tour 2025 w. BONES & more,2025-09-27,Budweiser Stage,909 Lakeshore Blvd. W.,43.6294544,-79.4149193,Music,Hip-Hop/Rap,French Rap,4.8
Maria Somerville with Fleur Electra & huxlii (solo),2025-09-28,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Alternative,Alternative,4.8
Rio Romeo,2025-10-14,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Alternative,Alternative,4.8
Disney's The Muppet Christmas Carol in Concert,2025-11-29,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Arts & Theatre,Theatre,Miscellaneous,4.67
Disney's The Muppet Christmas Carol in Concert,2025-11-28,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Arts & Theatre,Theatre,Miscellaneous,4.67
Aunty Donna: DREM,2025-11-06,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Arts & Theatre,Theatre,Comedy,4.67
Chris Williamson - Self Discovery Live Show Tour 2025,2025-10-26,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Theatre,Podcast,4.67
P1 with Matt & Tommy: The Delusion Tour,2025-11-13,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Theatre,Podcast,4.67
Foil Arms & Hog: Skittish,2025-10-15,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Arts & Theatre,Comedy,Comedy,4.33
HEP Canadian Show Jumping Championship/ Mad Barn Indoor Eventing,2025-11-07,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Family Day at the Royal Horse Show,2025-11-09,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Mike Rita,2025-12-04,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Comedy,Comedy,4.33
Welcome To Night Vale: Murder Night In Blood Forest,2025-10-30,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Comedy,Comedy,4.33
Kurtis Conner: The Goodfellow World Tour,2025-12-13,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Comedy,Comedy,4.33
Atsuko Okatsuka: The Big Bowl Tour,2025-11-09,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Arts & Theatre,Comedy,Comedy,4.33
Mad Barn Big Ben International Challenge,2025-11-13,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Championship Show Jumping/K9 Demo/Pony Racing,2025-11-08,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Atsuko Okatsuka: The Big Bowl Tour,2025-11-08,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Arts & Theatre,Comedy,Comedy,4.33
The Royal 5* Winning Round,2025-11-14,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Emilio Lovera: Ahora El Malandro Si Está Asustado,2025-11-09,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Comedy,Comedy,4.33
Steph Tolev: Keepin 'Em Hard,2025-12-19,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Comedy,Comedy,4.33
HASAN HATES RONNY l RONNY HATES HASAN,2025-10-26,Massey Hall,178 Victoria St.,43.6541869,-79.3789975,Arts & Theatre,Comedy,Comedy,4.33
Kurtis Conner: The Goodfellow World Tour,2025-12-14,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Comedy,Comedy,4.33
The K9 Equine Challenge & FEI 2* Grand Prix,2025-11-15,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Rodeo Championship FINALS by Ontario Ford Dealers with Amber Marshall,2025-11-16,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Rodeo Championship by Ontario Ford Dealers with Amber Marshall,2025-11-16,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Longines FEI 5* World Cup Jumping Presented by EHT,2025-11-15,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Opening Night International Show Jumping - The McKee 5* Challenge Show,2025-11-12,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Ben Bankas,2025-11-15,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Arts & Theatre,Comedy,Comedy,4.33
Knightwood Derby Championship  & CDI 3*-W Dressage Freestyle,2025-11-11,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Accent On Toronto,2025-10-16,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Arts & Theatre,Comedy,Comedy,4.33
HEP Canadian Show Jumping Championship/Mad Barn Indoor Eventing,2025-11-08,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157243,Sports,Equestrian,Equestrian,4.33
Gifts Of Life: Israeli Play Series - How Do We Get Out Of Here?,2025-11-19,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - How Do We Get Out Of Here?,2025-11-18,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Alejandra Azcarate: Lo Que Se Permite Se Repite,2025-11-22,Bluma Appel Theatre,27 Front Street East,43.6470384,-79.3754585,Arts & Theatre,Theatre,Miscellaneous,4.2
A Tribute to Simon and Garfunkel,2025-10-26,Meridian Arts Centre: George Weston,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - How Do We Get Out Of Here?,2025-11-16,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - How Do We Get Out Of Here?,2025-11-15,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - How Do We Get Out Of Here?,2025-11-23,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye,2025-11-09,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - How Do We Get Out Of Here?,2025-11-22,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye (IN HEBREW),2025-11-09,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - How Do We Get Out Of Here?,2025-11-20,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye,2025-11-04,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Brighton Beach Memoirs,2025-10-30,Meridian Arts Centre: Studio Theatre,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye,2025-11-05,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
A Tribute to Simon and Garfunkel,2025-10-25,Meridian Arts Centre: George Weston,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Brighton Beach Memoirs,2025-11-01,Meridian Arts Centre: Studio Theatre,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye,2025-11-01,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Brighton Beach Memoirs,2025-11-06,Meridian Arts Centre: Studio Theatre,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye,2025-11-08,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Israeli Play Series - How Do We Get Out Of Here? (IN HEBREW),2025-11-23,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye,2025-11-06,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Brighton Beach Memoirs,2025-11-02,Meridian Arts Centre: Studio Theatre,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Gifts Of Life: Israeli Play Series - Without An Evil Eye,2025-11-02,Meridian Arts Centre: Greenwin Theatre,5040 Yonge Street,43.766058,-79.414495,Arts & Theatre,Theatre,Drama,4.2
Brighton Beach Memoirs,2025-11-04,Meridian Arts Centre: Studio Theatre,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Brighton Beach Memoirs,2025-11-05,Meridian Arts Centre: Studio Theatre,5040 Yonge Street,43.7661379,-79.4142505,Arts & Theatre,Theatre,Drama,4.2
Levity,2025-12-27,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Dance/Electronic,Witchstep,4.0
Air Play Moon Safari,2025-10-09,Massey Hall,178 Victoria St.,43.6541869,-79.3789975,Music,Dance/Electronic,Witchstep,4.0
EARL SWEATSHIRT: 3L World Tour,2025-12-08,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Hip-Hop/Rap,French Rap,4.0
Uncle Waffles,2025-09-26,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Dance/Electronic,Witchstep,4.0
