Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre,event_score
Tee Grizzley - Forever My Moment Tour,2025-10-19,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Hip-Hop/Rap,French Rap,3.6
SOFIA ISELLA,2025-10-19,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,World,World,3.6
Ria Mae- Tiny Strands and Flashbanks,2025-11-13,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643,-79.42216,Music,Country,Country,3.6
Wax - Presented By F7 Live,2025-11-12,The Horseshoe Tavern,370 Queen Street West,43.64911,-79.39588,Music,Hip-Hop/Rap,Urban,3.6
DANNY BROWN - STARDUST TOUR,2025-11-12,REBEL,11 Polson Street,43.640897,-79.354593,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
MONT ROUGE,2025-11-22,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,Unknown,3.6
D Smoke - Wake Up Supa Tour,2025-11-23,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Hip-Hop/Rap,French Rap,3.6
DAX - Lonely Dirt Road Tour,2025-11-23,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Hip-Hop/Rap,French Rap,3.6
Shadmehr Aghili,2025-11-22,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,World,World,3.6
ATREYU THE CURSE TOUR,2025-11-26,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Metal,Nu-Metal,3.6
Silvana Estrada - VENDRÁN SUAVES LLUVIAS TOUR,2025-11-26,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Latin,Latin,3.6
Mario Presents: The Nothing But Us Tour 2025,2025-11-23,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Hip-Hop/Rap,Urban,3.6
The Gabzy Experience: After Summer Tour,2025-11-10,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,World,World,3.6
GOVERNOR DOUGLAS - Celebrating 10 years,2025-11-29,Under the Neon Palms at the El Mocambo,464 Spadina Avenue,43.65758,-79.4002,Music,Other,Unknown,3.6
This Never Happened,2025-11-28,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,Dance/Electronic,3.6
MUZZ,2025-11-28,NOIR (inside REBEL),11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,Dubstep,3.6
"Entheos, Fallujah, The Zenith Passage, Tracheotomy",2025-11-22,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Metal,Heavy Metal,3.6
Night Tapes - portals//polarities World Tour w/ Cult of Venus,2025-10-16,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Indie Pop,3.6
Joan Shelley,2025-10-16,Monarch Tavern,12 Clinton Street,43.65403,-79.41368,Music,Alternative,Americana,3.6
Current Swell with The Bankes Brothers,2025-10-15,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Folk,Alternative Folk,3.6
Miki Berenyi Trio North American Tour 2025,2025-10-15,The Great Hall,1087 Queen Street W.,43.64336,-79.42206,Music,Other,Unknown,3.6
Lil Tracy: The Blood Moon Tour,2025-09-29,The Concert Hall,888 Yonge St.,43.6729716,-79.3879066,Music,Hip-Hop/Rap,French Rap,3.6
Billie Marten,2025-11-28,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Folk,Indie Folk,3.6
ZULAN,2025-11-28,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Dance/Electronic,Witchstep,3.6
DJ TUNEZ BLACKOUT TORONTO,2025-09-28,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
P'Tit Belliveau with The Lemon Pistols,2025-09-27,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Folk,Acadian,3.6
Armen Miran,2025-09-27,Open Aera Rooftop,"8 Spadina Avenue, 39th Floor",43.643049,-79.394357,Music,Dance/Electronic,House,3.6
FYE Ultra Club Opening Weekend Day 2,2025-09-27,FYE Ultra Club,"7 Saskatchewan Road, Toronto, ON",43.632936,-79.423286,Music,Dance/Electronic,Dance/Electronic,3.6
Sam Divine,2025-11-29,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,House,3.6
MOCKTALES TORONTO EDITION,2025-10-19,The Starlight Room at The El Mocambo,464 Spadina Avenue,43.6575661,-79.4001349,Music,Religious,Gospel,3.6
Thantifaxath,2025-10-19,The Baby G,1608 Dundas St West,43.650019,-79.435404,Music,Metal,Metal,3.6
Peel Dream Magazine,2025-10-19,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Alternative,Indie Pop,3.6
MASTER PEACE - No More Underground: North America Tour,2025-10-19,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Hip-Hop/Rap,Alternative Rap,3.6
DUKE DUMONT,2025-11-08,REBEL,11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,Unknown,3.6
Kevin De Vries,2025-11-08,131 McCormack Street,131 McCormack Street,,,Music,Dance/Electronic,Witchstep,3.6
"Killer Priest - Judas Priest Tribute, love it to death- Alice Cooper tribute",2025-11-08,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.62942,-79.548931,Music,Metal,Metal,3.6
Kerala Dust,2025-11-09,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
DIMENSION,2025-11-07,131 McCormack Street,131 McCormack Street,,,Music,Dance/Electronic,Witchstep,3.6
"Revocation, Judiciary, Inferi, Vomit Forth",2025-10-20,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Metal,Thrash & Speed,3.6
DEATHPOP,2025-11-01,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Dance/Electronic,Dance/Electronic,3.6
DAY OF THE DEAD,2025-11-01,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Other,Unknown,3.6
THRILLER with TIMMY TRUMPET & COONE,2025-11-01,REBEL,11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,House,3.6
Jesse Roper,2025-11-01,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Blues,Modern Blues,3.6
Madhuri Dixit,2025-11-02,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,World,World,3.6
Erika De Casier - Lifetime Tour,2025-10-22,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Other,Other,3.6
Ninajirachi,2025-10-02,The Drake Hotel,1150 Queen Street West,43.6431078,-79.4246457,Music,Dance/Electronic,Witchstep,3.6
Taba Chake - Khud Ko Miloon World Tour - Presented By F7 Live,2025-11-07,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Folk,Folk,3.6
X CLUB,2025-11-07,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,Dance/Electronic,3.6
PAUL VAN DYK,2025-11-07,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,Trance,3.6
"Anciients, Howling Giant",2025-11-07,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Metal,Metal,3.6
sosocamo: No Service Tour,2025-11-08,Hard Luck Bar,772A Dundas St. W,43.652111,-79.407537,Music,Hip-Hop/Rap,French Rap,3.6
The Slim Kings,2025-11-06,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Alternative,Alternative Rock,3.6
Patrick Wolf,2025-11-06,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643,-79.42216,Music,Alternative,Baroque Pop,3.6
Kennyhoopla: Conditions of an Orphan Tour,2025-11-06,The Garrison,1197 Dundas Street West,43.6492732,-79.4223075,Music,Dance/Electronic,Witchstep,3.6
Lenny Pearce,2025-11-06,Queen Elizabeth Theatre - Toronto,210 Princes Boulevard,0.0,0.0,Music,Dance/Electronic,Dance/Electronic,3.6
The Sophs,2025-11-05,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Alternative,Indie Rock,3.6
jigitz,2025-11-06,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
Lil Tecca: The Dopamine Experience,2025-11-06,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Hip-Hop/Rap,French Rap,3.6
LENNY PEARCE'S USA TODDLER TECHNO TOUR - PART 2,2025-11-06,Queen Elizabeth Theatre,190 Princes' Blvd.,43.6325941,-79.4203915,Music,Dance/Electronic,Witchstep,3.6
Rob49 - Life of Da Party Tour,2025-11-07,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Hip-Hop/Rap,French Rap,3.6
Blackbraid - North American Tour - MOVED TO THE MOD CLUB,2025-10-02,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Metal,Nu-Metal,3.6
Jens Lekman,2025-11-10,The Great Hall,1087 Queen Street W.,43.64336,-79.42206,Music,Alternative,Alternative Rock,3.6
The Gabzy Experience: After Summer Tour,2025-11-11,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
Walk Right Back: The Everly Brothers Story,2025-10-01,The Elgin & Winter Garden Theatres,189 Yonge St.,43.6529194,-79.3794517,Music,Folk,Indie Folk,3.6
YAKTAK,2025-10-01,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,World,World,3.6
Evgeny Khavtan in Canada - Leader of a Legendary Bravo Band,2025-11-05,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,World,Russia,3.6
Georgia Harmer,2025-11-05,The Great Hall,1087 Queen Street W.,43.64336,-79.42206,Music,Folk,Contemporary Folk,3.6
Joey Bada$$ - 19+ Mezzanine,2025-10-20,Rebel - ON,11 Polson St,0.0,0.0,Music,Other,Other,3.6
JOEY BADA$$ - DARK AURA TOUR,2025-10-20,REBEL,11 Polson Street,43.640897,-79.354593,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
S.G. Goodman,2025-11-04,The Great Hall,1087 Queen Street W.,43.64336,-79.42206,Music,Country,Country Folk,3.6
Lil Tecca: The Dopamine Experience,2025-11-04,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Hip-Hop/Rap,French Rap,3.6
Skizzy Mars,2025-10-07,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Hip-Hop/Rap,French Rap,3.6
Adam Melchor,2025-10-07,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Folk,Indie Folk,3.6
Chance the Rapper - And We Back Tour,2025-10-06,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Hip-Hop/Rap,French Rap,3.6
Tall Tall Trees and Christopher Paul Stelling,2025-11-04,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Alternative,Alternative Rock,3.6
jigitz,2025-11-05,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
Joe Bonamassa,2025-11-05,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,Blues,Blues,3.6
"Dark Angel, Hirax, VOID",2025-09-28,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Metal,Heavy Metal,3.6
DELTRON3030,2025-09-28,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Hip-Hop/Rap,Old School Rap,3.6
Kota The Friend,2025-09-29,The Phoenix Concert Theatre,410 Sherbourne Street,43.6644615,-79.3735993,Music,Hip-Hop/Rap,French Rap,3.6
Ethan Regan: I Almost Graduated Tour,2025-09-29,Horseshoe Tavern,370 Queen St. W.,43.6490438,-79.395913,Music,Folk,Indie Folk,3.6
blessthefall,2025-09-29,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Metal,Nu-Metal,3.6
The Dears with Special Guests,2025-11-28,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Indie Rock,3.6
MYD (LIVE),2025-11-29,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
Sonata Arctica,2025-09-29,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Metal,Nu-Metal,3.6
Born Ruffians 8th annual Shondi Festoon,2025-12-05,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Alternative,Alternative Rock,3.6
Masti Fest,2025-09-27,Cabana Pool Bar,11 Polson Street,43.640848,-79.354633,Music,Latin,Latin,3.6
Xaviersobased - The Riverside Tour,2025-12-05,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Hip-Hop/Rap,French Rap,3.6
Notion,2025-12-05,131 McCormack Street,131 McCormack Street,,,Music,Dance/Electronic,Witchstep,3.6
SOARING STRINGS / Dvorak's Love Letter,2025-09-27,Meridian Arts Centre: George Weston,5040 Yonge Street,43.7661379,-79.4142505,Music,Classical,Classical/Vocal,3.6
Quadeca,2025-10-15,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Hip-Hop/Rap,French Rap,3.6
Model/Actriz with Kassie Krut,2025-10-14,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Noise Pop,3.6
"Krisiun, Abysmal Dawn, Pyrexia",2025-11-27,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Metal,Death Metal/Black Metal,3.6
"MADILYN MEI ""THE ONE MAN CIRCUS TOUR""",2025-10-22,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Folk,Indie Folk,3.6
CARNIVAL OF DEATH TOUR 2025,2025-10-21,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Metal,Heavy Metal,3.6
Johnnie Guilbert - Violent Dream Tour,2025-11-04,Hard Luck Bar,772a Dundas Street West,43.65215,-79.407552,Music,Alternative,Alternative Rock,3.6
24kGoldn,2025-12-03,The Drake Underground,1150 Queen St W,0.0,0.0,Music,Other,Other,3.6
The Heavy Heavy,2025-12-03,Horseshoe Tavern - Canada,370 Queen Street West,0.0,0.0,Music,Other,Other,3.6
The Lemonheads,2025-11-30,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Alternative,Alternative Rock,3.6
John 00 Fleming (All Night Long),2025-12-05,Ozmozis,10 Wellspring Lane,43.664765,-79.381871,Music,Dance/Electronic,Trance,3.6
TRIVECTA,2025-12-05,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,Dubstep,3.6
Reza Sadeghi Live In Toronto,2025-09-28,Meridian Arts Centre: George Weston,5040 Yonge Street,43.7661379,-79.4142505,Music,World,World,3.6
Sam Greenfield,2025-12-01,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643,-79.42216,Music,Jazz,Fusion,3.6
WILKINSON - NORTH AMERICA TOUR,2025-10-12,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,Drum 'N' Bass,3.6
Glitterbox - Horse Meat Disco,2025-10-12,131 McCormack Street,131 McCormack Street,43.67529,-79.47832,Music,Dance/Electronic,Unknown,3.6
Riot Ten,2025-09-27,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
24KGOLDN - ICARUS Tour,2025-12-03,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
Jerry Leger,2025-12-03,The Great Hall,1087 Queen Street W.,43.64336,-79.42206,Music,Folk,Folk Rock,3.6
Rejjie Snow,2025-12-04,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Hip-Hop/Rap,French Rap,3.6
Mira,2025-10-10,Ozmozis,10 Wellspring Lane,43.664765,-79.381871,Music,Dance/Electronic,House,3.6
Dr Feelgood - Motley Crue Tribute,2025-10-10,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.62942,-79.548931,Music,Metal,Metal,3.6
GORGON CITY,2025-10-10,REBEL,11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,House,3.6
NorthSideBenji - Presented By F7 Live & Nightshift Entertainment,2025-10-10,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
Kumo 99 - Fall Tour 2025,2025-10-12,The Drake Hotel,1150 Queen Street West,43.6431078,-79.4246457,Music,Dance/Electronic,Witchstep,3.6
Essel,2025-09-27,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,Dance/Electronic,3.6
Sunnyside Sessions ft. Lee Foss,2025-09-27,Sunnyside Pavilion,Sir Casimir Gzowski Park,43.63771,-79.45743,Music,Dance/Electronic,Unknown,3.6
Jok'Air,2025-09-28,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Hip-Hop/Rap,French Rap,3.6
bullet tooth,2025-10-31,131 McCormack Street,131 McCormack Street,,,Music,Dance/Electronic,Witchstep,3.6
Scream - 10th Anniversary with Danny Tenaglia,2025-10-31,Noir,11 Polson St,43.640897,-79.354593,Music,Dance/Electronic,Witchstep,3.6
Spacetime Halloween at The Lithuanian House (formerly Promise),2025-10-31,Lithuanian House,1573 Bloor Street West,43.65578,79.45415,Music,Dance/Electronic,Techno-House,3.6
BEN NICKY,2025-10-31,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,Dance/Electronic,3.6
Julianna Riolino,2025-12-06,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Folk,Americana,3.6
&FRIENDS - TEMPTATION WINTER TOUR,2025-12-06,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,Unknown,3.6
TWINSICK,2025-10-10,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,Unknown,3.6
Township Rebellion at Secret Location TBA,2025-10-10,Venue TBA (Toronto),Announcement of venue made closer to event date,43.65189,-79.381706,Music,Dance/Electronic,Techno,3.6
Circus: Halloween,2025-10-31,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Dance/Electronic,Witchstep,3.6
Mortem Halloween,2025-10-31,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Dance/Electronic,Witchstep,3.6
Inertia/Neurotic Heavy Metal Halloween Ball - 2025,2025-10-31,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Metal,Metal,3.6
Corbin,2025-10-30,The Concert Hall,The Masonic Temple,43.67308,-79.38842,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
Pete & Bas with Delivery Boys,2025-10-30,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Hip-Hop/Rap,British Rap,3.6
Odeal: The Shows That Saved Me Tour,2025-10-23,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Hip-Hop/Rap,French Rap,3.6
J.I.D - God Does Like Paradise Tour,2025-10-22,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Hip-Hop/Rap,French Rap,3.6
Jerk X Jollof: Toronto (Halloween Edition),2025-10-31,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Dance/Electronic,Witchstep,3.6
Swimming Paul,2025-10-10,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,Dance/Electronic,3.6
Nils Hoffmann,2025-12-12,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Dance/Electronic,Witchstep,3.6
"Bou, Elixah, Szeto",2025-12-12,131 McCormack Street,131 McCormack Street,,,Music,Dance/Electronic,Witchstep,3.6
Ben Caplan with Special Guests,2025-12-12,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Folk,Traditional Folk,3.6
MAD PROFESSOR - 'No Protection' Remix Album's 30th Anniversary w/ Odario,2025-10-10,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Reggae,Dub,3.6
BUNT.,2025-12-27,REBEL,11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,Unknown,3.6
Inoi Music Festival,2025-12-12,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Hip-Hop/Rap,French Rap,3.6
Bassvictim,2025-10-27,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Dance/Electronic,Witchstep,3.6
Willi Carlisle - Winged Victory Tour,2025-09-24,Horseshoe Tavern,370 Queen St. W.,43.6490438,-79.395913,Music,Folk,Indie Folk,3.6
Noga Erez,2025-09-26,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Dance/Electronic,Witchstep,3.6
Grateful Shred,2025-10-25,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Undefined,Undefined,3.6
Farhad Darya,2025-10-25,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,World,World,3.6
CRANKDAT,2025-10-24,REBEL,11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,Dubstep,3.6
Haru Nemuri - Presented By F7 Live,2025-09-25,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Hip-Hop/Rap,Alternative Rap,3.6
Kiss CF Goodbye #9,2025-09-27,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Other,Other,3.6
AR Rahman: Up Close and Personal,2025-10-10,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.712525,-79.602042,Music,World,World,3.6
Infinity Song - World Tour II,2025-10-30,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Jazz,Jazz,3.6
AYYBO,2025-10-03,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,Dance/Electronic,3.6
FYE Ultra Club Opening Weekend Day 3,2025-10-03,FYE Ultra Club,"7 Saskatchewan Road, Toronto, ON",43.632936,-79.423286,Music,Dance/Electronic,Dance/Electronic,3.6
"THE BRIDGE CITY SINNERS ""BREAK THE CHAIN"" TOUR",2025-09-25,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Music,Folk,Indie Folk,3.6
Bolis Pupul,2025-09-26,The Garrison,1197 Dundas Street West,43.6492732,-79.4223075,Music,Dance/Electronic,Witchstep,3.6
Isabella Lovestory Presents: Vanity Tour,2025-09-24,The Garrison,1197 Dundas Street West,43.6492732,-79.4223075,Music,Reggae,Reggae,3.6
Daniel James McFadyen,2025-10-24,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Folk,Folk,3.6
Rexx Life Raj - The Hella Slept On Tour,2025-10-24,The Drake Hotel,1150 Queen Street West,43.6431078,-79.4246457,Music,Hip-Hop/Rap,French Rap,3.6
OBSKÜR,2025-10-11,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,Dance/Electronic,3.6
Bo Staloch,2025-10-11,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Folk,Folk,3.6
Hannaford Street Silver Band: On the Slide,2025-10-12,Jane Mallett Theatre,27 Front Street East,43.6470384,-79.3754585,Music,Other,Other,3.6
"Belmont with Avoid, Super Sometimes & Lostvoy",2025-12-08,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Indie Pop,3.6
PARTYOF2 - AMERIKA’S NEXT TOP PARTY! TOUR,2025-12-07,Drake Underground,1150 Queen St. West,43.64329,-79.42463,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
Audrey Hobert,2025-12-07,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643,-79.42216,Music,Alternative,Indie Pop,3.6
RITUAL T.O.,2025-12-06,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative Metal,3.6
GASHI,2025-10-30,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Hip-Hop/Rap,French Rap,3.6
DAM,2025-09-26,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
Ducks Ltd. & The Tubs with Paste,2025-09-25,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Indie Pop,3.6
Cafuné,2025-09-24,The Great Hall,1087 Queen Street W.,43.64336,-79.42206,Music,Alternative,Indie Pop,3.6
Sorry,2025-12-09,The Garrison,1197 Dundas Street West,43.64913,-79.42235,Music,Alternative,Grunge,3.6
Aterciopelados: Genes Rebeldes Tour,2025-12-11,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Latin,Latin,3.6
Hand Habits,2025-09-26,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Alternative,Alternative Rock,3.6
FYE Ultra Club Opening Weekend Day 1,2025-09-26,FYE Ultra Club,"7 Saskatchewan Road, Toronto, ON",43.632936,-79.423286,Music,Dance/Electronic,Dance/Electronic,3.6
"Econoline Crush with Sticks N' Stones, A Short Walk To Pluto & Sweet Utopia",2025-11-20,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative Rock,3.6
Rebuke,2025-10-09,CODA,794 Bathurst Street,43.665365,-79.41149,Music,Dance/Electronic,Witchstep,3.6
Ryan Harris,2025-10-11,Velvet Underground,508 Queen St. W.,43.6477172,-79.4014822,Music,Folk,Indie Folk,3.6
Acid Bath with Voivod,2025-10-11,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Metal,Nu-Metal,3.6
POPOF,2025-09-26,CODA,794 Bathurst Street,43.665374,-79.41154,Music,Dance/Electronic,Techno,3.6
"IT’S MURPH - ""THROUGH MY SYSTEM TOUR""",2025-09-26,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,House,3.6
Second Summer Festival Launch Event,2025-09-24,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Post-Punk,3.6
Totally 2000's Video Dance Party,2025-09-26,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
BABYTRON,2025-09-25,Velvet Underground,508 Queen Street West,43.64791,-79.40149,Music,Hip-Hop/Rap,Hip-Hop/Rap,3.6
FYE Ultra Club Opening Weekend Day 4,2025-10-04,FYE Ultra Club,"7 Saskatchewan Road, Toronto, ON",43.632936,-79.423286,Music,Dance/Electronic,Dance/Electronic,3.6
CID,2025-10-24,DPRTMNT,473 Adelaide St W,43.64647,-79.39689,Music,Dance/Electronic,House,3.6
boom 97.3 Totally 80's Halloween - 10th Anniversary,2025-10-24,The Phoenix Concert Theatre,410 Sherbourne Street,43.66473,-79.3742,Music,Dance/Electronic,Unknown,3.6
Biohazard,2025-10-26,The Mod Club (formerly known as The Axis Club),722 College St.,43.6551655,-79.4190636,Music,Metal,Nu-Metal,3.6
"Sanserif w/ One Way Streets, Meathead & QEW",2025-10-25,Supermarket,268 Augusta Ave,43.65658,-79.40323,Music,Alternative,Math Rock,3.6
MATING RITUAL: Shangri Blah North American Tour 2025,2025-10-24,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Alternative,Indie Rock,3.6
Gloomy Rave: Pyjama Party Edition,2025-09-26,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Dance/Electronic,Dance/Electronic,3.6
Pixel Grip with Coatie Pop,2025-10-08,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Other,Unknown,3.6
Little Big - The Original Skibidi Tour,2025-10-28,REBEL,11 Polson St.,43.6415548,-79.3540246,Music,Dance/Electronic,Witchstep,3.6
