Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,price_usd,MEAN_TEMPERATURE,MIN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,SPEED_MAX_GUST,MAX_REL_HUMIDITY,hotel_index,events_total_score,events_max_score,events_avg_score,events_count,events_earliest_day,events_latest_day,events_avg_day,events_primary_segment,events_span_days,events_density,has_major_event,has_multiple_events,price_cad,length_of_stay,is_holiday,district,latitude,longitude,is_weekend,week_of_year,booking_lead_time,room_category
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Le Germain Hotel Maple Leaf Square,"Entertainment District, Toronto (Entertainment District)",Classic King Room,0.6,284.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1079,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,383.4,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard King
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Downtown Luxury Victorian Retreat,"Cabbagetown, Toronto (Cabbagetown)",Deluxe Queen Room with Garden View,0.8,260.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1080,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,351.0,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Deluxe Room
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Designer One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.4,250.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1081,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,337.5,3,True,Entertainment District,43.6426,-79.3871,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Two BD CN Tower and Lake Ontario View,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7,346.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1082,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,467.1,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Two-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,"BISHA, a Luxury Collection Hotel, Toronto","Entertainment District, Toronto (Entertainment District)",The Nina King Room with City View,0.7,377.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1083,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,508.95,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard King
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Carlton House,"Cabbagetown, Toronto (Cabbagetown)",Queen Room,1.3,123.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1084,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,166.05,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard Queen
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Lilen's Home,"Scarborough, Toronto",Family Room with Private Bathroom,8.2,181.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1085,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,244.35,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Family Room
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Toronto Bloor & Yonge Luxury Condo,"The Village, Toronto (The Village)",One-Bedroom Apartment,1.0,193.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1086,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,260.55,3,True,Bloor-Yorkville,43.6706,-79.3951,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,New custom-built house in Toronto,"North York, Toronto",Three-Bedroom House,6.3,301.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1087,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,406.35,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Large Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Filmores Hotel,"Downtown Toronto, Toronto",Queen Room,0.6,153.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1088,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,206.55,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard Queen
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Metropolis Loft - CN Tower,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Suite,0.6,198.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1089,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,267.3,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Suite
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,The Broadview Hotel,Toronto,King Room,1.7,344.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1090,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,464.4,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard King
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,"CN Tower View with Free Parking, Pool, Gym, Free Skating, and More","Downtown Toronto, Toronto",One-Bedroom Apartment,1.5,242.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1091,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,326.7,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Relax in East York Space Share,Toronto,Double Room with Shared Bathroom,3.5,37.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1092,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,49.95,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Economy Room
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,"Toronto Downtown Core Two Bedroom Condo with CN Tower View, Free Parking","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with City View,0.6,248.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1093,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,334.8,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Two-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Bedroom in Corso Italia Neighborhood,Toronto,Apartment,4.1,103.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1094,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,139.05,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Lum The Queen,Toronto,Two-Bedroom Suite,1.7,232.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1095,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,313.2,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Suite
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,SkySide Downtown Condo - Free Parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.5,226.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1096,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,305.1,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Mins from Toronto Downtown UFT Exhibition Place,Toronto,Two-Bedroom Apartment,2.9,242.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1097,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,326.7,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Two-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Nobu Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.6,679.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1098,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,916.65,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Deluxe Room
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Idlewood Inn,"Scarborough, Toronto",Suite,11.9,90.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1099,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,121.5,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Suite
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,SoHo Residences Toronto,"Entertainment District, Toronto (Entertainment District)",Studio Apartment,0.7,358.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1100,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,483.3,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Super Cosy Peaceful room with Garden view free Parking,"Etobicoke, Toronto",Double Room with Garden View,9.7,52.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1101,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,70.2,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard Double
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Comfort Home Toronto,"Scarborough, Toronto",Standard Queen Room,8.5,85.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1102,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,114.75,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard Queen
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,"The Ritz-Carlton, Toronto","Entertainment District, Toronto (Entertainment District)",Lake Ontario View Room - 2 Queen beds,0.5,622.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1103,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,839.7,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard Queen
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Discounted Elegant Yorkville Suite,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",One-Bedroom Apartment,1.4,204.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1104,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,275.4,3,True,Bloor-Yorkville,43.6706,-79.3951,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,"Newly updated 2BR, 2Bath & Den in Downtown Toronto beside Union Station & Scotia Bank Arena!","Entertainment District, Toronto (Entertainment District)",Three-Bedroom Premium Apartment with Balcony,0.7,358.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1105,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,483.3,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Large Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Magnificient View next CN Tower/Rogers/Union/MTCC,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7,217.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1106,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,292.95,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,132 Chatham ave,Toronto,One-Bedroom Apartment,3.0,123.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1107,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,166.05,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,3 BR House in Toronto Downtown,Toronto,Apartment,3.0,305.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1108,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,411.75,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Cozy 1 BR & Den Condo in North York Free Parking,"North York, Toronto",One-Bedroom Apartment,7.6,144.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1109,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,194.4,3,True,North York,43.7615,-79.4111,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Luxury Renovated House in Prime Location with Parking,"North York, Toronto",Three-Bedroom Apartment,9.9,304.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1110,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,410.4,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Large Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Toronto GREAT Located,Toronto,Double Room,3.2,116.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1111,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,156.6,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard Double
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Downtown Queen and King St - Lower Suite,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.4,119.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1112,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,160.65,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,MMG Executive Suite - VIEWS FROM THE TOP,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7,296.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1113,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,399.6,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Willowdale Hotel Toronto North York,"North York, Toronto",One-Bedroom Queen Suite with Sofa Bed,8.0,178.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1114,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,240.3,3,True,North York,43.7615,-79.4111,True,41,3,Suite
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Immaculate Executive Townhouse 3Br&3Ba at Lawrence Park,"North York, Toronto",Three-Bedroom Townhouse,4.9,373.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1115,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,503.55,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Large Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Yorkmills and Bayview !B Spacious and Stylish Private Bdr with Shared Bathroom,"North York, Toronto",Queen Room with Shared Bathroom,6.5,53.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1116,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,71.55,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Economy Room
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Toronto Central Stay Living Bloor,"Downtown Toronto, Toronto",Triple Room with View,0.4,118.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1117,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,159.3,3,True,Bloor-Yorkville,43.6706,-79.3951,True,41,3,Family Room
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,"Serene Don River Nature gateway- 2BR suite, Private Patio, Free Parking","North York, Toronto",Two-Bedroom Suite,10.5,144.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1118,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,194.4,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Suite
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Spectacular Large 3 Bedroom 3 Bath Condo Downtown Toronto Lakeview,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.2,294.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1119,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,396.9,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Large Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Downsview Park Townhome queen bed near Yorkdale Transit,"North York, Toronto",Double Room,7.4,77.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1120,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,103.95,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Standard Double
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Toronto Downtown Luxurious Stylish 3 Bedroom 3 Bath 2 Balconies near Rogers Centre lakeview condo,"Downtown Toronto, Toronto",Apartment with Balcony,1.1,504.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1121,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,680.4,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Bright Suites Finch West steps to Metro,"North York, Toronto",One-bedroom Loft Apartment,9.4,159.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1122,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,214.65,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,One-Bedroom Apartment
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Luxury Suites at Military Trail,"Scarborough, Toronto",Deluxe Queen Room,13.7,125.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1123,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,168.75,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Deluxe Room
2025-10-07,booking.com,2.0,2025-10-10,2025-10-13,Saint Lawrence Residences and Suites,"Old Town Toronto, Toronto (Old Town Toronto)",Queen Room with Shared Bathroom,0.5,158.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1124,334.98,12.0,4.09,82,0,2,0.9,Music,2,27.33333333333333,True,True,213.3,3,True,Yonge - Dundas,43.6532,-79.3832,True,41,3,Economy Room
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,"Downtown Toronto Condo, Free indoor parking with amazing view","Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2,343.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1125,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,463.05,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Two-Bedroom Apartment
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Sonder by Marriott Bonvoy The Liberty Apartments Liberty Village,Toronto,One-Bedroom Superior Apartment with Queen Bed,2.2,306.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1126,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,413.1,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,One-Bedroom Apartment
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe Double Room with Two Double Beds,0.6,239.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1127,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,322.65,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Deluxe Room
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Queen Room,0.5,159.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1128,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,214.65,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard Queen
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,1.1,152.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1129,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,205.2,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard Queen
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,One King West Hotel and Residence,"Financial District, Toronto (Financial District)",Historic Studio Suite - Interior View,0.3,267.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1130,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,360.45,2,False,King Street West,43.6435,-79.3929,True,43,25,Suite
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard King Room,0.7,184.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1131,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,248.4,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard King
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Radisson Blu Toronto Downtown,"The Harbourfront, Toronto (The Harbourfront)",Premium Double Room,0.9,299.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1132,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,403.65,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Deluxe Room
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Town Inn Suites Hotel,"The Village, Toronto (The Village)",King Room,1.2,157.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1133,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,211.95,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard King
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Two Queen Beds with Kitchenette - Non-Smoking,9.0,135.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1134,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,182.25,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Family Room
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,King Room with King Bed - Non-Smoking,11.0,130.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1135,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,175.5,2,False,Airport Area,43.6777,-79.6248,True,43,25,Standard King
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,DoubleTree by Hilton Toronto Downtown,"Downtown Toronto, Toronto",King Room,0.3,191.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1136,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,257.85,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard King
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Studio Suite - Non-Smoking,11.0,156.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1137,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,210.6,2,False,Airport Area,43.6777,-79.6248,True,43,25,Suite
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",10.7,176.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1138,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,237.6,2,False,Airport Area,43.6777,-79.6248,True,43,25,Standard Queen
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 2 Queen beds",0.1,268.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1139,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,361.8,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard Queen
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Executive Hotel Cosmopolitan Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Studio,0.3,242.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1140,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,326.7,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Studio
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Premium King,11.9,173.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1141,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,233.55,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Deluxe Room
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room,11.2,144.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1142,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,194.4,2,False,Airport Area,43.6777,-79.6248,True,43,25,Standard Room
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,"Hotel X Toronto, a Destination by Hyatt Hotel",Toronto,King Room,2.0,329.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1143,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,444.15,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard King
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,0.4,345.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1144,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,465.75,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Standard Queen
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Upscale 1 Bed & Den Downtown Toronto,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2,213.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1145,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,287.55,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Two-Bedroom Apartment
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,10.9,121.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1146,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,163.35,2,False,Airport Area,43.6777,-79.6248,True,43,25,Standard Queen
2025-09-29,booking.com,2.0,2025-10-24,2025-10-26,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Premier Executive Room with King Bed.,0.5,277.0,10.5,5.8,15.2,66.2,0.0,0.0,45.0,85.0,1147,271.86,12.0,4.25,64,0,1,0.48,Music,1,32.0,True,True,373.95,2,False,Yonge - Dundas,43.6532,-79.3832,True,43,25,Deluxe Room
